affiliation_id,nome_normalizado,sigla,endereco,affiliation_full_text
6c112dbc-1fd6-4427-87eb-fe33c89176f0,POST-GRADUATION PROGRAM IN SCIENCES OF HUMAN MOVEMENT AND REHABILITATION,SEM SIGLA,"Federal University of Sao Paulo (UNIFESP), Avenida Ana Costa 95, SP, Santos, 11060-001, Brazil","Post-graduation Program in Sciences of Human Movement and Rehabilitation, Federal University of Sao Paulo (UNIFESP), Avenida Ana Costa 95, SP, Santos, 11060-001, Brazil"
c1129af8-4c61-4794-adfb-c3631f7bfb24,POST-GRADUATION PROGRAM IN HUMAN MOVEMENT AND REHABILITATION,SEM SIGLA,"Unievangelica, Avenida Universitária KM 3,5, GO, Anapolis, 75083-515, Brazil","Post-Graduation Program in Human Movement and Rehabilitation, Unievangelica, Avenida Universitária KM 3,5, GO, Anapolis, 75083-515, Brazil"
323ed302-374b-4b81-a35d-687808b8b09e,BRAZILIAN INSTITUTE OF TEACHING AND RESEARCH IN PULMONARY AND EXERCISE IMMUNOLOGY IBEPIPE,IBEPIPE,"Rua Pedro Ernesto 240, SP, Sao Jose dos Campos, 12231-280, Brazil","Brazilian Institute of Teaching and Research in Pulmonary and Exercise Immunology (IBEPIPE), Rua Pedro Ernesto 240, SP, Sao Jose dos Campos, 12231-280, Brazil"
21656360-1761-4be6-abb0-2265e65dd077,UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO,SEM SIGLA,"Laboratório de Ciências Químicas, Centro de Ciências e Tecnologia, Avenida Alberto Lamego, Campos dos Goytacazes, Rio de Janeiro, 28013-602, Brazil","Universidade Estadual do Norte Fluminense Darcy Ribeiro, Laboratório de Ciências Químicas, Centro de Ciências e Tecnologia, Avenida Alberto Lamego, Campos dos Goytacazes, Rio de Janeiro, 28013-602, Brazil"
63d61fae-e254-4d73-b91b-14219065ab4b,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,SEM SIGLA,"Departamento de Química Orgânica, Instituto de Química, Seropédica, Rio de Janeiro, 20000-000, Brazil","Universidade Federal Rural do Rio de Janeiro, Departamento de Química Orgânica, Instituto de Química, Seropédica, Rio de Janeiro, 20000-000, Brazil"
4980698d-ef10-4e27-a490-1d19b3223f0b,UNIVERSIDADE DE BRASILIA,SEM SIGLA,"Instituto de Química, Asa Norte, Distrito Federal, Brasília, 70910-900, Brazil","Universidade de Brasília, Instituto de Química, Asa Norte, Distrito Federal, Brasília, 70910-900, Brazil"
61f18943-f25c-44bf-99a2-da84ccd5ed76,FACULDADE DE FARMACIA,SEM SIGLA,"Departamento de Produtos Farmacêuticos, Universidade Federal de Minas Gerais, Av. Antônio Carlos, 6627, Pampulha, MG, Belo Horizonte, 31270-901, Brazil","Faculdade de Fármácia, Departamento de Produtos Farmacêuticos, Universidade Federal de Minas Gerais, Av. Antônio Carlos, 6627, Pampulha, MG, Belo Horizonte, 31270-901, Brazil"
88f6d464-f022-4edb-af0d-bd3d10411165,LABORATORIO DE BIOCATALISE E PRODUTOS NATURAIS,SEM SIGLA,"Instituto de Química, Universidade Estadual de Campinas, Cidade Universitária, Rua Josué de Castro, s/n, Bloco A5, sala A5-103, SP, Campinas, 13083-861, Brazil","Laboratório de Biocatálise e Produtos Naturais, Instituto de Química, Universidade Estadual de Campinas, Cidade Universitária, Rua Josué de Castro, s/n, Bloco A5, sala A5-103, SP, Campinas, 13083-861, Brazil"
04db79de-8896-4ead-835b-34684246373c,LABORATORIO DE PRODUTOS NATURAIS,SEM SIGLA,"Kairós Fitoquímicos Campinas, Rua Lauro Vannucci, 1020, SP, Campinas, 13087-548, Brazil","Laboratório de Produtos Naturais, Kairós Fitoquímicos Campinas, Rua Lauro Vannucci, 1020, SP, Campinas, 13087-548, Brazil"
11a1e946-0375-46e4-9e16-0e1d8cc14be9,LABORATORIO DE PESQUISA & DESENVOLVIMENTO DE PRODUTOS NATURAIS BIOATIVO,SEM SIGLA,"Departamento de Química, Universidade Federal Do Oeste Do Pará, Unidade Tapajós, Rua Vera Paz, s/n, Bairro Salé, PA, Santarém, 68040-255, Brazil","Laboratório de Pesquisa & Desenvolvimento de Produtos Naturais Bioativo, Departamento de Química, Universidade Federal Do Oeste Do Pará, Unidade Tapajós, Rua Vera Paz, s/n, Bairro Salé, PA, Santarém, 68040-255, Brazil"
bd4a5688-5b7d-4b2a-865d-fe4e1891f0b7,UNIVERSIDADE FEDERAL RURAL DA AMAZONIA,SEM SIGLA,"Capitão Poço, PA, Brazil","Universidade Federal Rural da Amazônia, Capitão Poço, PA, Brazil"
59588a32-9992-4079-89f1-57690e1ac21f,POST-GRADUATE PROGRAM IN CHEMISTRY,SEM SIGLA,"Institute of Exact and Natural Sciences, Federal University of Pará, Pará, Belém, Brazil","Post-Graduate Program in Chemistry, Institute of Exact and Natural Sciences, Federal University of Pará, Pará, Belém, Brazil"
77ebbd06-49c0-4515-8d4f-222756ddee41,LIQUID CHROMATOGRAPHY LABORATORY,SEM SIGLA,"Institute of Exact and Natural Sciences, Federal University of Pará, Pará, Belém, Brazil","Liquid Chromatography Laboratory, Institute of Exact and Natural Sciences, Federal University of Pará, Pará, Belém, Brazil"
cadf7e19-90b3-41e4-8f16-c452e1521c34,DEPARTAMENTO DE GEOGRAFIA,SEM SIGLA,"Universidade Estadual da Paraíba, Campus III, Paraíba, Guarabira, Brazil","Departamento de Geografia, Universidade Estadual da Paraíba, Campus III, Paraíba, Guarabira, Brazil"
6592254f-25d5-4e81-b605-ffbb32f5aaff,DEPARTAMENTO DE CIENCIAS BIOLOGICAS,SEM SIGLA,"Universidade Federal da Paraíba, Campus II, Paraíba, Areia, Brazil","Departamento de Ciências Biológicas, Universidade Federal da Paraíba, Campus II, Paraíba, Areia, Brazil"
416c2d65-1ac2-4da2-ae4d-f340bb07ce87,DEPARTMENT OF ENVIRONMENT AND AGRICULTURE,SEM SIGLA,"Curtin University, Perth, WA, Australia","Department of Environment and Agriculture, Curtin University, Perth, WA, Australia"
30c1f980-5446-4d84-b352-ae5e278b8e7c,HERBARIUM AMO,AMO,"Ciudad de México, Mexico","Herbarium AMO, Ciudad de México, Mexico"
791a5db9-dc09-48f3-94a7-38c3cd26cddc,LABORATORIO DE SISTEMATICA INTEGRATIVA,SEM SIGLA,"Departamento de Biologia, Universidade Federal Rural de Pernambuco, Recife, Pernambuco, 52171-900, Brazil","Laboratório de Sistemática Integrativa, Departamento de Biologia, Universidade Federal Rural de Pernambuco, Recife, Pernambuco, 52171-900, Brazil"
e34b8eca-7763-40d8-a2f8-cf5505f18437,FEDERAL UNIVERSITY OF MATO GROSSO,SEM SIGLA,"Faculty of Forestry Engineering, Cuiabá, Brazil","Federal University of Mato Grosso, Faculty of Forestry Engineering, Cuiabá, Brazil"
83f45d90-2857-47e4-a8f4-e5b64fb13250,FEDERAL UNIVERSITY OF RONDONIA,SEM SIGLA,"Academic Department of Forest Engineering, Rolim de Moura, Brazil","Federal University of Rondônia, Academic Department of Forest Engineering, Rolim de Moura, Brazil"
dc02267e-7fb8-49fd-95cc-5ef7b7ca23df,MATO GROSSO STATE UNIVERSITY,SEM SIGLA,"Department of Forest Engineering, Alta Floresta, Brazil","Mato Grosso State University, Department of Forest Engineering, Alta Floresta, Brazil"
9ba69eff-a616-4adc-9912-634a179cd002,UNIVERSIDADE FEDERAL DO AMAZONAS UFAM,UFAM,"Laboratory of Agricultural Products Technology, Av. Rodrigo Octávio, 6200, Coroado I, Amazonas, Manaus, 69080-900, Brazil","Universidade Federal do Amazonas (UFAM), Laboratory of Agricultural Products Technology, Av. Rodrigo Octávio, 6200, Coroado I, Amazonas, Manaus, 69080-900, Brazil"
21981d88-f46f-473c-b031-19897d33f058,INSTITUTO TECNOLOGICO VALE,SEM SIGLA,"Rua Boaventura da Silva 955, PA, Belém, Nazaré, 66055-090, Brazil","Instituto Tecnológico Vale, Rua Boaventura da Silva 955, PA, Belém, Nazaré, 66055-090, Brazil"
633fe9b5-9e94-4c32-bfb7-d70f6e424f56,PROGRAMA DE POS-GRADUACAO EM ECOLOGIA,SEM SIGLA,"Universidade Federal do Pará, Rua Augusto Corrêa 01, Guamá, PA, Belém, 66075-110, Brazil","Programa de Pós-Graduação em Ecologia, Universidade Federal do Pará, Rua Augusto Corrêa 01, Guamá, PA, Belém, 66075-110, Brazil"
0a6832a1-a446-45fa-a540-8668e01d81cc,LMGC LABORATOIRE DE MECANIQUE ET GENIE CIVIL CNRS,CNRS,"Univ. Montpellier, France","LMGC – Laboratoire de Mécanique et Génie Civil CNRS, Univ. Montpellier, France"
23e907d7-6481-4e8d-b91e-82e0d60b492d,CNRS ECOLOGIE DE FORETS DE GUYANE ECOFOG,CNRS,"AgroparisTech, CIRAD, INRAE, Univ Antilles, Univ Guyane Kourou, Guyane Française, France","CNRS Écologie de Forêts de Guyane (EcoFoG), AgroparisTech, CIRAD, INRAE, Univ Antilles, Univ Guyane Kourou, Guyane Française, France"
2c7b8c65-abac-4a4b-a2b1-18081df3c106,CIRAD RESEARCH UNIT BIOWOOEB,CIRAD,"Montpellier, 34000, France","CIRAD Research Unit BioWooEB, Montpellier, 34000, France"
086b27aa-e65f-41ba-ac7b-232bc0ed9d9f,BIOWOOEB,SEM SIGLA,"Univ. Montpellier, CIRAD, Montpellier, France","BioWooEB, Univ. Montpellier, CIRAD, Montpellier, France"
74a79d9f-1ba3-4515-a2d1-5653cf17a4e5,CIRAD ECOLOGIE DE FORETS DE GUYANE ECOFOG,CIRAD,"AgroparisTech, CNRS, INRAE, Univ Antilles, Univ Guyane, Guyane Française, Kourou, France","CIRAD Écologie de Forêts de Guyane (EcoFoG), AgroparisTech, CNRS, INRAE, Univ Antilles, Univ Guyane, Guyane Française, Kourou, France"
f31bbcb4-0f62-4a15-8e79-1146ea45bc20,DEPARTAMENTO DE CIENCIAS NATURAIS,SEM SIGLA,"Universidade Estadual do Sudoeste da Bahia, Estrada do Bem Querer, Universitário., Vitória da Conquista, Bahia, 45031-900, Brazil","Departamento de Ciências Naturais, Universidade Estadual do Sudoeste da Bahia, Estrada do Bem Querer, Universitário., Vitória da Conquista, Bahia, 45031-900, Brazil"
3d224a55-c51c-47dd-844f-f85cb0cf5fcf,HERBARIO HUEM,HUEM,"Departamento de Biologia, Universidade Estadual de Maringá, Av. Colombo, 5790., Maringá, Paraná, 87020-900, Brazil","Herbário HUEM, Departamento de Biologia, Universidade Estadual de Maringá, Av. Colombo, 5790., Maringá, Paraná, 87020-900, Brazil"
0e0a3a05-438f-4bf6-954f-dfa1d65cc962,DEPARTMENT OF BIOGEOCHEMICAL PROCESSES,SEM SIGLA,"Max Planck Institute for Biogeochemistry, Jena, Germany","Department of Biogeochemical Processes, Max Planck Institute for Biogeochemistry, Jena, Germany"
a232fef1-ab7a-4076-bb51-7e35d2bff7c7,CLIMATE AND ENVIRONMENT DEPARTMENT,SEM SIGLA,"National Institute of Amazonian Research, Manaus, Brazil","Climate and Environment Department, National Institute of Amazonian Research, Manaus, Brazil"
811a0dd2-3423-4ab9-88a0-2a6fccc831a3,DEPARTMENT OF CIVIL & ENVIRONMENTAL ENGINEERING,SEM SIGLA,"University of Michigan, Ann Arbor, MI, United States","Department of Civil & Environmental Engineering, University of Michigan, Ann Arbor, MI, United States"
adcfa996-35a8-4ac7-ad5a-078f2881934b,ECOLOGY DEPARTMENT,SEM SIGLA,"National Institute of Amazonian Research, Manaus, Brazil","Ecology Department, National Institute of Amazonian Research, Manaus, Brazil"
00719f73-73a6-4ae0-854f-5cf584a27220,CHEMISTRY DEPARTMENT,SEM SIGLA,"State University of Amazonas, Manaus, Brazil","Chemistry Department, State University of Amazonas, Manaus, Brazil"
5c0919e3-f923-40c0-865f-742437475d96,ATMOSPHERIC CHEMISTRY DEPARTMENT,SEM SIGLA,"Max Planck Institute for Chemistry, Mainz, Germany","Atmospheric Chemistry Department, Max Planck Institute for Chemistry, Mainz, Germany"
1e8a1836-7cb7-4281-9cd4-888cfcafc4f0,COORDINATION OF ENVIRONMENTAL DYNAMICS,SEM SIGLA,"National Institute of Amazonian Research, Manaus, Brazil","Coordination of Environmental Dynamics, National Institute of Amazonian Research, Manaus, Brazil"
c7140163-7591-468f-b839-b4f8b04f142a,DEPARTMENT OF WETLAND ECOLOGY,SEM SIGLA,"Karlsruhe Institute of Technology, Rastatt, Germany","Department of Wetland Ecology, Karlsruhe Institute of Technology, Rastatt, Germany"
1928787e-6132-4db6-8a0f-3be8430ac612,DIVISAO DE POS-GRADUACAO EM BOTANICA DIBOT,DIBOT,"Instituto Nacional de Pesquisas da Amazônia, C.P. 478, Manaus, 69011-970, Amazonas, Brazil","Divisão de Pós-graduação em Botânica (DIBOT), Instituto Nacional de Pesquisas da Amazônia, C.P. 478, Manaus, 69011-970, Amazonas, Brazil"
8f48045f-9d43-4a93-b89f-58c560082dd2,DEPARTAMENTO DE SISTEMATICA E ECOLOGIA/CCEN,CCEN,"Universidade Federal da Paraíba, João Pessoa, Paraíba, Brazil","Departamento de Sistemática e Ecologia/CCEN, Universidade Federal da Paraíba, João Pessoa, Paraíba, Brazil"
d45c9077-3847-43fd-ba3f-1a660d51ccfd,DIVISAO DE POS-GRADUACAO EM GENETICA DIGEN,DIGEN,"Instituto Nacional de Pesquisas da Amazônia, C.P. 478, Manaus, 69011-970, Amazonas, Brazil","Divisão de Pós-graduação em Genética (DIGEN), Instituto Nacional de Pesquisas da Amazônia, C.P. 478, Manaus, 69011-970, Amazonas, Brazil"
cd794b54-264c-424b-8f99-849268971fdc,FACULDADE DE ENGENHARIA FLORESTAL,SEM SIGLA,"Universidade Federal do Pará, UFPA, Campus Universitário de Altamira, R. Cel. José Porfírio, 2515, PA, São Sebastião, Altamira, CEP: 68372-040, Brazil","Faculdade de Engenharia Florestal, Universidade Federal do Pará, UFPA, Campus Universitário de Altamira, R. Cel. José Porfírio, 2515, PA, São Sebastião, Altamira, CEP: 68372-040, Brazil"
8120f78c-335e-4285-b539-4ab8624ff271,USP,USP,"Universidade de São Paulo, EESC, Escola de Engenharia de São Carlos, Av. Trabalhador São-Carlense, 400, SP, São Carlos, CEP: 13566590, Brazil","USP, Universidade de São Paulo, EESC, Escola de Engenharia de São Carlos, Av. Trabalhador São-Carlense, 400, SP, São Carlos, CEP: 13566590, Brazil"
900ff954-7543-4687-9de5-7f110c18fd70,DEPARTAMENTO DE ENGENHARIA DE ESTRUTURAS,SEM SIGLA,"SET, Escola de Engenharia de São Carlos, EESC, Universidade de São Paulo, USP, Av. Trabalhador São-Carlense, 400, SP, São Carlos, 13566-590, Brazil","Departamento de Engenharia de Estruturas, SET, Escola de Engenharia de São Carlos, EESC, Universidade de São Paulo, USP, Av. Trabalhador São-Carlense, 400, SP, São Carlos, 13566-590, Brazil"
21b6b207-6e08-4a00-bfa3-f3b7f2336871,FACULDADE DE ETNODIVERSIDADE,SEM SIGLA,"Universidade Federal do Pará, UFPA, Campus Universitário de Altamira, R. Cel. José Porfírio, 2515, São Sebastião, PA, Altamira, CEP: 68372-040, Brazil","Faculdade de Etnodiversidade, Universidade Federal do Pará, UFPA, Campus Universitário de Altamira, R. Cel. José Porfírio, 2515, São Sebastião, PA, Altamira, CEP: 68372-040, Brazil"
53ad7d9d-c4c7-446d-b1c7-d73bdd6d45e2,THE NEW YORK BOTANICAL GARDEN,SEM SIGLA,"Bronx, New York, 10458-5126, NY, United States","The New York Botanical Garden, Bronx, New York, 10458-5126, NY, United States"
4a114cc3-0251-4b9e-85ad-7515d92df59c,UNIVERSIDADE FEDERAL DO PARANA,SEM SIGLA,"Departamento de Botânica, Programa de Pós-graduação em Botânica, Jardim das Américas, Paraná, Curitiba, 81530-900, Brazil","Universidade Federal do Paraná, Departamento de Botânica, Programa de Pós-graduação em Botânica, Jardim das Américas, Paraná, Curitiba, 81530-900, Brazil"
6b29dbf8-6bba-4400-b526-962836d51c63,MUSEU PARAENSE EMILIO GOELDI MPEG,MPEG,"Coordenação de Botânica, Campus de Pesquisa, Av. Perimetral, Terra Firme, Pará, Belém, Brazil","Museu Paraense Emílio Goeldi – MPEG, Coordenação de Botânica, Campus de Pesquisa, Av. Perimetral, Terra Firme, Pará, Belém, Brazil"
188693c2-da6b-4292-bd14-6fb44e9a44bf,GRUPO DE PESQUISAS EM METABOLOMICA E ESPECTROMETRIA DE MASSAS,SEM SIGLA,"Escola Superior de Ciências da Saúde, Universidade do Estado do Amazonas, Manaus, 690065-130, Brazil","Grupo de Pesquisas em Metabolômica e Espectrometria de Massas, Escola Superior de Ciências da Saúde, Universidade do Estado do Amazonas, Manaus, 690065-130, Brazil"
6208c1d2-47b0-4e3a-97a0-9f30da9da4dd,CENTRO DE ESTUDOS SUPERIORES DE TEFE,SEM SIGLA,"Universidade do Estado do Amazonas, Tefé, 69553-100, Brazil","Centro de Estudos Superiores de Tefé, Universidade do Estado do Amazonas, Tefé, 69553-100, Brazil"
058def6e-da61-4937-8c6b-270ec11969df,INSTITUTO GONCALO MONIZ,SEM SIGLA,"Fundação Oswaldo Cruz, Salvador, 40296-710, Brazil","Instituto Gonçalo Moniz, Fundação Oswaldo Cruz, Salvador, 40296-710, Brazil"
117e8abf-bab8-4482-a700-11d10435e6c0,CENTRO DE APOIO MULTIDISCIPLINAR,SEM SIGLA,"Universidade Federal do Amazonas, Manaus, 69077-000, Brazil","Centro de Apoio Multidisciplinar, Universidade Federal do Amazonas, Manaus, 69077-000, Brazil"
c6777b47-e61f-4f0d-91ff-f824f6a8f7b1,INSTITUTO DE INVESTIGACIONES DE LA AMAZONIA PERUANA,SEM SIGLA,"Iquitos, 784, Peru","Instituto de Investigaciones de la Amazonía Peruana, Iquitos, 784, Peru"
41972487-9a37-4f90-97cc-6b21c5bd94e4,LABORATORIO DE FISIOLOGIA E BIOQUIMICA VEGETAL,SEM SIGLA,"Instituto Nacional de Pesquisas da Amazônia, Manaus, 69060-062, Brazil","Laboratório de Fisiologia e Bioquímica Vegetal, Instituto Nacional de Pesquisas da Amazônia, Manaus, 69060-062, Brazil"
f4b3ec79-a3f0-4b61-ac6b-4797521f3bf3,KARLSRUHE INSTITUTE FOR TECHNOLOGY KIT,KIT,"Institute for Geography and Geoecology, Department of Wetland Ecology, Rastatt, Germany","Karlsruhe Institute for Technology (KIT), Institute for Geography and Geoecology, Department of Wetland Ecology, Rastatt, Germany"
9f1a655f-8a17-4492-8174-6e7389959a8d,ECOLOGY POST-GRADUATION PROGRAMME,SEM SIGLA,"National Institute for Amazonian Research (INPA), P.O. Box 2223, AM, Manaus, 69.057-970, Brazil","Ecology Post-Graduation Programme, National Institute for Amazonian Research (INPA), P.O. Box 2223, AM, Manaus, 69.057-970, Brazil"
08659646-759e-4ea7-be1d-e1b34eab0b14,POSTGRADUATE PROGRAM IN BOTANY PPG-BOT,PPG,"National Institute for Research of the Amazon-INPA, Av. André Araújo 2936, Amazonas, Manaus, 69067-375, Brazil","Postgraduate Program in Botany (PPG-bot), National Institute for Research of the Amazon-INPA, Av. André Araújo 2936, Amazonas, Manaus, 69067-375, Brazil"
064c0826-4c1b-4ee2-841e-173dd6b19101,BIOLOGICAL DYNAMICS OF FOREST FRAGMENTS PROJECT BDFFP,BDFFP,"National Institute of Amazonian Research-INPA / Smithsonian Tropical Research Institute (STRI), Av. André Araújo 2936, Amazonas, Manaus, 69067-375, Brazil","Biological Dynamics of Forest Fragments Project (BDFFP), National Institute of Amazonian Research-INPA / Smithsonian Tropical Research Institute (STRI), Av. André Araújo 2936, Amazonas, Manaus, 69067-375, Brazil"
f156daac-b098-442b-a89d-1ed98f3ebb52,BIODIVERSITY COORDINATION COBIO,COBIO,"National Institute of Amazonian Research-INPA, Avenida André Araújo, 2936, Aleixo, AM, Manaus, 69060-001, Brazil","Biodiversity Coordination (COBIO), National Institute of Amazonian Research-INPA, Avenida André Araújo, 2936, Aleixo, AM, Manaus, 69060-001, Brazil"
6b424611-234a-4c40-8272-96765aa8517b,NATIONAL INSTITUTE FOR AMAZONIAN RESEARCH INPA,INPA,"Biodiversity Coordination, P.O. Box 2223, AM, Manaus, 69.057-970, Brazil","National Institute for Amazonian Research (INPA), Biodiversity Coordination, P.O. Box 2223, AM, Manaus, 69.057-970, Brazil"
95ef03da-c552-444c-88df-72efbbb1696d,KEY LABORATORY OF RESOURCE BIOLOGY AND BIOTECHNOLOGY IN WESTERN CHINA,SEM SIGLA,"Ministry of Education, College of Life Sciences, Northwest University, Xi'an, 710069, China","Key Laboratory of Resource Biology and Biotechnology in Western China, Ministry of Education, College of Life Sciences, Northwest University, Xi'an, 710069, China"
bc9e2dde-2d69-4855-bcb3-b4112ddd77f3,GERMPLASM BANK OF WILD SPECIES,SEM SIGLA,"Kunming Institute of Botany, Chinese Academy of Sciences, Kunming, 650201, China","Germplasm Bank of Wild Species, Kunming Institute of Botany, Chinese Academy of Sciences, Kunming, 650201, China"
e49ebe72-c3c2-4445-bee1-17392722c3f1,UNIVERSITY OF CHINESE ACADEMY OF SCIENCES,SEM SIGLA,"Beijing, 100049, China","University of Chinese Academy of Sciences, Beijing, 100049, China"
a4ebdda7-33f2-449c-9588-7280cdc3cdd9,BIOSYSTEMATICS GROUP,SEM SIGLA,"Wageningen University and Research Center, Wageningen, 6708 PB, Netherlands","Biosystematics Group, Wageningen University and Research Center, Wageningen, 6708 PB, Netherlands"
ad04c267-7ec0-44db-9820-ef7d54e909f7,DEPARTMENT OF BIOLOGICAL SCIENCES,SEM SIGLA,"Mississippi State University, Starkville, 39762, MS, United States","Department of Biological Sciences, Mississippi State University, Starkville, 39762, MS, United States"
37d247c1-78ee-4d01-9e30-275053a1395c,FLORIDA MUSEUM OF NATURAL HISTORY,SEM SIGLA,"University of Florida, Gainesville, 32611, FL, United States","Florida Museum of Natural History, University of Florida, Gainesville, 32611, FL, United States"
8bc63138-9cef-42bf-be66-769c73d6d36a,PHYSICAL MEASUREMENT LABORATORY,SEM SIGLA,"Graduate Program in Food Science and Technology, Universidade Federal do Pará (UFPA), PA, Belém, 66075-110, Brazil","Physical Measurement Laboratory, Graduate Program in Food Science and Technology, Universidade Federal do Pará (UFPA), PA, Belém, 66075-110, Brazil"
54863d6e-80c1-44b1-ac8f-fed7d2b0acd2,POSTGRADUATE PROGRAM IN SOCIETY,SEM SIGLA,"Nature and Development, Federal University of Western Pará (UFOPA), Santarém, 68035-110, Brazil","Postgraduate Program in Society, Nature and Development, Federal University of Western Pará (UFOPA), Santarém, 68035-110, Brazil"
55a6e84c-9309-4d84-ae41-44dcb051b6b7,FOREST SCIENCES DEPARTMENT,SEM SIGLA,"Luiz de Queiroz College of Agriculture, University of São Paulo (USP), Piracicaba, 13418-900, Brazil","Forest Sciences Department, Luiz de Queiroz College of Agriculture, University of São Paulo (USP), Piracicaba, 13418-900, Brazil"
56ab732b-dc2b-4b19-b0d7-5636a724c045,LABORATORY OF TIMBER TECHNOLOGY,SEM SIGLA,"Forest and Biodiversity Institute, Federal University of Western Pará (UFOPA), Santarém, 68035-110, Brazil","Laboratory of Timber Technology, Forest and Biodiversity Institute, Federal University of Western Pará (UFOPA), Santarém, 68035-110, Brazil"
d9745111-dbff-4630-81cd-b029de210bc2,INSTITUTO DE INVESTIGACION Y SERVICIOS FORESTALES,SEM SIGLA,"Universidad Nacional de Costa Rica, P.O. Box 86–3000, Heredia, Costa Rica","Instituto de Investigación y Servicios Forestales, Universidad Nacional de Costa Rica, P.O. Box 86–3000, Heredia, Costa Rica"
c73a2bd9-0b13-470a-a98a-039b814515c2,INSTITUTO TECNOLOGICO DE TUXTEPEC,SEM SIGLA,"Tecnólogico Nacional de Mexico, Oaxaca, San Juan Bautista Tuxtepec, 68350, Mexico","Instituto Tecnológico de Tuxtepec, Tecnólogico Nacional de Mexico, Oaxaca, San Juan Bautista Tuxtepec, 68350, Mexico"
9d66a119-59ce-4512-b640-4c57a6a2e5a0,LABORATORY OF EXPERIMENTAL PHYSIOPHARMACOLOGY LAFFEX,LAFFEX,"Parnaiba Delta Federal University, (UFDPar), PI, Parnaíba, Brazil","Laboratory of Experimental Physiopharmacology (LAFFEX), Parnaiba Delta Federal University, (UFDPar), PI, Parnaíba, Brazil"
2207a96d-b269-44f0-a877-9aa8641dbfb4,GRADUATE PROGRAM IN BIOTECHNOLOGY PPGBIOTEC PARNAIBA DELTA FEDERAL UNIVERSITY,PPGBIOTEC,"(UFDPar), PI, Parnaíba, Brazil","Graduate Program in Biotechnology (PPGBIOTEC) Parnaiba Delta Federal University, (UFDPar), PI, Parnaíba, Brazil"
da380ea5-4caa-48b3-88d0-253b59bff05f,DEPARTMENT OF ORGANIC AND INORGANIC CHEMISTRY,SEM SIGLA,"Federal University of Ceará, Ceará, Fortaleza, Brazil","Department of Organic and Inorganic Chemistry, Federal University of Ceará, Ceará, Fortaleza, Brazil"
ef6546bd-2890-4ad7-b750-1065768423fc,LABORATORY OF ANALYSIS AND HISTOLOGICAL PROCESSING LAPHIS,LAPHIS,"Department of Biomedicine – Federal University of Piauí, Parnaíba, Brazil","Laboratory of Analysis and Histological Processing (LAPHIS), Department of Biomedicine – Federal University of Piauí, Parnaíba, Brazil"
6d66b2d8-85a3-46f3-9f5e-460d4e6b518f,DEPARTMENT OF MEDICINE,SEM SIGLA,"Parnaiba Delta Federal University, (UFDPar), PI, Parnaíba, Brazil","Department of Medicine, Parnaiba Delta Federal University, (UFDPar), PI, Parnaíba, Brazil"
ba27eaf8-d683-4b01-8233-d21e59e91e76,DEPARTMENT OF HORTICULTURE SCIENCE,SEM SIGLA,"North Carolina State University, Raleigh, 27695-7609, NC, United States","Department of Horticulture Science, North Carolina State University, Raleigh, 27695-7609, NC, United States"
e362f3ae-ccf8-4d6e-8582-f0e27c642082,UNIVERSIDAD TECNICA ESTATAL DE QUEVEDO,SEM SIGLA,"Facultad de Ciencias de la Ingeniería, Av. Quito Km. 1½ vía a Santo Domingo de los Tsáchilas, Quevedo, Ecuador","Universidad Técnica Estatal de Quevedo, Facultad de Ciencias de la Ingeniería, Av. Quito Km. 1½ vía a Santo Domingo de los Tsáchilas, Quevedo, Ecuador"
a19c4dd7-6520-4e34-b94f-b5f6033baae1,PRONAT,PRONAT,"Universidade Federal de Roraima, RR, Boa Vista, Brazil","PRONAT, Universidade Federal de Roraima, RR, Boa Vista, Brazil"
4fb1088a-e53b-452c-a2fe-19aa30c0ad0e,UNIVERSIDADE REGIONAL DE BLUMENAU,SEM SIGLA,"Departamento de Ciências Naturais, SC, Blumenau, 89030-903, Brazil","Universidade Regional de Blumenau, Departamento de Ciências Naturais, SC, Blumenau, 89030-903, Brazil"
52bd5724-79bc-4f17-8102-c48bfda4df1c,EMBRAPA RORAIMA,SEM SIGLA,"RR, CEP: 69301-970, Boa Vista, Brazil","Embrapa Roraima, RR, CEP: 69301-970, Boa Vista, Brazil"
d790701d-5ee2-44a4-b78e-7109641d06b0,INPA,INPA,"Instituto Nacional de Pesquisas da Amazônia, RR, CEP: 69301-150, Boa Vista, Brazil","INPA, Instituto Nacional de Pesquisas da Amazônia, RR, CEP: 69301-150, Boa Vista, Brazil"
91812a7c-1d76-4620-a7c1-bea15bc0a3d3,PROGRAMA DE POS-GRADUACAO EM CIENCIAS BIOLOGICAS AREA DE CONCENTRACAO BOTANICA TROPICAL,SEM SIGLA,"Universidade Federal Rural da Amazônia, Avenida Perimetral 2501, Terra Firme, Pará, Belém, 66077-830, Brazil","Programa de Pós-graduação em Ciências Biológicas – área de concentração Botânica Tropical, Universidade Federal Rural da Amazônia, Avenida Perimetral 2501, Terra Firme, Pará, Belém, 66077-830, Brazil"
