"article_id","keyword_id"
"2-s2.0-85124005642","f9feb73e-a01e-472e-a3a4-a2eca43e74a7"
"2-s2.0-85124005642","0a04e6d6-99ed-422a-bc82-437c384bada3"
"2-s2.0-85132537421","71288a6d-94e8-45ff-9267-f953f052d003"
"2-s2.0-85132537421","64de9c13-bb1a-41c6-9f4e-add493ca1a2d"
"2-s2.0-85132537421","d38c1015-0e09-4fe2-abed-e947693f8b90"
"2-s2.0-85132537421","b522c43e-d1fd-43f6-a95d-7be64f365b09"
"2-s2.0-85135730861","381256dc-e9bb-4ab2-b4e7-f6867159b1f7"
"2-s2.0-85135730861","20196591-9998-46c6-a616-2233afd6927f"
"2-s2.0-85135730861","7d6f0837-ceba-4d6f-b59a-889dcf98d0ad"
"2-s2.0-85135730861","043f2901-3616-4d5a-bf00-57546bb8b7f4"
"2-s2.0-85135730861","849f765d-93bb-42bb-b8c5-984872ce3cd3"
"2-s2.0-85135730861","0a2f95e6-2df5-4f59-a3bc-4ab5799d804d"
"2-s2.0-85178385301","8189cf28-0ba9-4580-a9d8-b704fb72eb24"
"2-s2.0-85178385301","b2ed69dc-1f30-4961-b554-e0432d2bf177"
"2-s2.0-85178385301","04f8fc19-727a-47a1-a32b-0f2e8f1ea685"
"2-s2.0-85178385301","5da23054-826f-46f8-945e-edf8afeee985"
"2-s2.0-85178385301","9c5dec31-de51-4029-b17e-f9d6a7caa7bb"
"2-s2.0-85126999621","0d0832d4-89be-40de-a7e3-d95daee407f1"
"2-s2.0-85126999621","f5632c1d-5736-437f-b25f-bc5cb1870aef"
"2-s2.0-85126999621","8c0b7530-7cc4-43e8-b239-73ece8840507"
"2-s2.0-85126999621","548b39f4-2c65-458d-939c-0ef104ebbf9e"
"2-s2.0-85126999621","0cf117ad-d947-4d65-b953-6d12a73eca58"
"2-s2.0-85129068950","c950a90a-a71a-4d58-b0cc-99d8a4bc4616"
"2-s2.0-85129068950","22fac3e2-d245-4374-8397-f00b596146fb"
"2-s2.0-85129068950","b4e1af68-d605-43d2-b2aa-5326f399c28c"
"2-s2.0-85129068950","4e3b7a11-73a9-4a99-b591-ecc5f5b1fff0"
"2-s2.0-85129068950","f5d93553-3fcc-426f-a354-8ba125193bdb"
"2-s2.0-85118181962","f3854e48-1f5d-4534-b74b-baa9c12750d0"
"2-s2.0-85118181962","15542fcc-cf13-470c-a180-44bab1d1e007"
"2-s2.0-85118181962","45c335ac-9fdd-4fd4-b6e3-c8a044214bf1"
"2-s2.0-85118181962","8ef41fba-45db-46e0-bdad-2ff32d0b44c5"
"2-s2.0-85154576999","9e0dcd90-bc98-425e-a058-e918b6f31c66"
"2-s2.0-85154576999","7143a0d6-83ad-4e63-bbb6-2ce97993ee76"
"2-s2.0-85154576999","6ed0e333-aff0-4a21-acc7-8ded179d0e19"
"2-s2.0-85154576999","eed42b27-3a71-4a60-a907-6036ac3eb386"
"2-s2.0-85154576999","b693b33d-c779-456f-8dde-982ecd7d7099"
"2-s2.0-85154576999","c4b33eb4-1d6d-4caf-803c-734343f41e65"
"2-s2.0-85117324730","70c14e35-ac83-4a40-9923-ab17c5bb7d84"
"2-s2.0-85117324730","701d11dd-832f-4361-89db-4d2735d50caf"
"2-s2.0-85117324730","b4e5ce4f-b9c4-47fa-ad2d-310c62374c66"
"2-s2.0-85117324730","c9f79119-e6dc-40e0-92a7-ee2a1ac3ad56"
"2-s2.0-85117324730","0cf117ad-d947-4d65-b953-6d12a73eca58"
"2-s2.0-85184823294","1e0be766-e569-4f05-8013-d76f8ef6d7cf"
"2-s2.0-85184823294","582e1252-8377-4aca-9d32-dd5843dbf305"
"2-s2.0-85184823294","1a35386f-ff4a-467b-915a-0febfc75c66b"
"2-s2.0-85184823294","cce877ec-df70-40ba-a0dd-3ffb787b07bb"
"2-s2.0-85120745143","bc731db4-6e55-4833-b330-f4cf3cb3a610"
"2-s2.0-85120745143","ff682eed-335c-44b6-a4a9-f11d7e1a12f6"
"2-s2.0-85120745143","63b523b4-ad93-41b3-a350-f062ecf93859"
"2-s2.0-85120745143","987fba0a-4cf7-4cda-85c5-76b6cf50f55f"
"2-s2.0-85120745143","8adc2c5b-ea53-459c-8c45-6e3c11058e05"
"2-s2.0-85120745143","03f31687-a722-40b9-95c3-8839fb59d22e"
"2-s2.0-85120745143","bbeb04a5-d0e4-4769-8e96-07fc1f168bef"
"2-s2.0-85120745143","548b39f4-2c65-458d-939c-0ef104ebbf9e"
"2-s2.0-85101250241","b41a3415-0f06-4b2d-8ade-4bcd856aae36"
"2-s2.0-85101250241","bb2a6541-fae9-4e27-a279-c4f2714322e0"
"2-s2.0-85101250241","9299abed-56a3-495d-b519-958d8406c0ce"
"2-s2.0-85101250241","b5cf2063-44f0-450e-8f4b-6266351ba412"
"2-s2.0-85101250241","fc182e39-e27a-4ac6-b9f4-8a57416dea5e"
"2-s2.0-85101250241","02234c3c-9259-4362-8dcb-3e8de3705feb"
"2-s2.0-85179043779","99ed35cc-2c75-4e2d-bb64-ffc9e6caa61e"
"2-s2.0-85179043779","fc8e1e60-7916-49ef-a942-4feb57b2a1e0"
"2-s2.0-85179043779","5db1f259-407c-487d-9ef1-b83a91f44316"
"2-s2.0-85179043779","10a12954-6b56-4ce9-99c7-b8addca02ac4"
"2-s2.0-85179043779","95b6d9d4-ca10-4e55-b776-ec069123ab2e"
"2-s2.0-85125060481","24d9c476-9f12-4a66-ac94-577ff1d4a360"
"2-s2.0-85125060481","baeeaab9-4294-4063-bd40-4245c8d077ff"
"2-s2.0-85125060481","4d3ea813-a1a3-4224-9663-ef8f8b3746d9"
"2-s2.0-85125060481","d1babf30-5602-46e6-9bd4-09f4019c291b"
"2-s2.0-85125060481","08779e55-99d8-44ba-b1cf-25016fe89830"
"2-s2.0-85125060481","0533320c-4ab5-4d56-889e-92fac77671cc"
"2-s2.0-85125060481","298929c4-5c47-4e8e-8392-f18024aa076a"
"2-s2.0-85125060481","ab7fb8b2-6283-4697-b8e8-9ecb9015968f"
"2-s2.0-85103397524","0dde291f-ff3b-4671-9407-b0f8ac6d3c1a"
"2-s2.0-85103397524","c950a90a-a71a-4d58-b0cc-99d8a4bc4616"
"2-s2.0-85103397524","686f588e-9277-44f5-aed4-5e54542c1caa"
"2-s2.0-85182146882","b3aa6f43-b6c7-4f92-b6b9-a40a9a9c014a"
"2-s2.0-85182146882","9eb17a82-7e44-457d-a2a7-617806c8c9ce"
"2-s2.0-85182146882","94effa61-f06b-4a03-9411-cb84885f3423"
"2-s2.0-85185267229","64107f98-4786-4ca8-8206-28ff8aed5aea"
"2-s2.0-85185267229","d1555c77-0a7f-44e8-b2c8-ba28e232a0d5"
"2-s2.0-85185267229","77434e43-56fb-49b2-b7e5-e068aa863413"
"2-s2.0-85185267229","0541c63c-1316-471d-a990-eca6d35d6ccb"
"2-s2.0-85185267229","95b6d9d4-ca10-4e55-b776-ec069123ab2e"
"2-s2.0-85130950378","28ac1fc5-6b5b-478f-8c35-08583acb88f8"
"2-s2.0-85130950378","c22baaf9-68d4-4108-9b69-737548918e91"
"2-s2.0-85130950378","26619f53-68cd-42b4-8d0d-f8c80b612be7"
"2-s2.0-85142443390","425b24d5-47e0-4d68-ad1e-5408e5dca1e8"
"2-s2.0-85142443390","2d73bff3-5a53-4e17-9028-d5793039d878"
"2-s2.0-85142443390","17c23026-6bab-4ceb-9c48-7224695378c1"
"2-s2.0-85142443390","669816a4-ccc0-4ef7-9dc6-cb28679e0556"
"2-s2.0-85127431422","ec0166c8-6c9a-4001-b804-07b3eb997475"
"2-s2.0-85127431422","4edeeaf2-71a9-40ef-b516-7a24a545d0b5"
"2-s2.0-85127431422","16e4c617-605e-47cb-9b48-0a3cf34c4b72"
"2-s2.0-85127431422","41b20e9f-3beb-4b10-bf27-1212f2bcd199"
"2-s2.0-85127431422","17db44f4-84c2-4af3-aeed-db487335fa89"
"2-s2.0-85127431422","d3cd93a2-880b-40d9-90ff-411b4ba496e7"
"2-s2.0-85167693202","baeeaab9-4294-4063-bd40-4245c8d077ff"
"2-s2.0-85167693202","5e400c27-9fdd-441e-868c-36ff5695cac7"
"2-s2.0-85167693202","8f7534ef-b650-4fbe-9713-96ea7f402a25"
"2-s2.0-85167693202","30600410-5729-49d7-a64f-fb03be4f8ab0"
"2-s2.0-85167693202","3be51c75-e3c7-4117-ad94-0bf87da9faa0"
"2-s2.0-85167693202","fed6e74e-fea8-4436-b606-23f2306e115b"
"2-s2.0-85167693202","0cf117ad-d947-4d65-b953-6d12a73eca58"
"2-s2.0-85146179730","e2d3a7e0-4ec8-45b8-8227-1850bb0fd5bf"
"2-s2.0-85146179730","aca76938-5262-4435-b788-949e28759995"
"2-s2.0-85146179730","05bac738-4a89-40e6-a278-f9b652fa540f"
"2-s2.0-85146179730","c950a90a-a71a-4d58-b0cc-99d8a4bc4616"
"2-s2.0-85146179730","bed4cd65-136e-418e-aecf-89da80d20797"
"2-s2.0-85159940910","71288a6d-94e8-45ff-9267-f953f052d003"
"2-s2.0-85159940910","010d8370-fe63-4f98-9e7b-e4a6e1129966"
"2-s2.0-85159940910","9158bfec-d482-4b36-a4d3-936ffe931bb4"
"2-s2.0-85159940910","935246bb-a947-40b1-8fe3-0a4d3e15e74d"
"2-s2.0-85159940910","4dad1c5d-f776-4929-9f0a-030adb51009e"
"2-s2.0-85159940910","efebdc2d-2be5-4c94-a979-b0a0079421df"
"2-s2.0-85182739878","66e19b6a-88f9-4062-b089-dcc2c3dbf4c4"
"2-s2.0-85182739878","2ad7957b-0133-420b-914a-547bd9508519"
"2-s2.0-85182739878","43172a7e-f755-40fe-8976-1f387eab13cc"
"2-s2.0-85182739878","0e2c6ba6-a365-45de-b8eb-cb1d7dedf71d"
"2-s2.0-85182739878","1cd8dcc4-1322-4c9b-9dc8-7d9579e861f6"
"2-s2.0-85182739878","61db0069-ed03-4ea0-b848-7c6a06c71b50"
"2-s2.0-85158094907","91e15d00-56a2-4b2f-aadd-49fe459426ce"
"2-s2.0-85158094907","abf4601c-3c63-447b-a7f6-83c4a499f7d5"
"2-s2.0-85158094907","0362c38b-6db4-4687-be4a-cc0f4f43a048"
"2-s2.0-85158094907","03a4a577-3293-4e94-a214-d98135459301"
"2-s2.0-85180594890","c950a90a-a71a-4d58-b0cc-99d8a4bc4616"
"2-s2.0-85180594890","45f7157d-ea3f-46d2-bac3-d90e17e7d495"
"2-s2.0-85180594890","a5b1c572-419e-4504-87d6-2cf039017aff"
"2-s2.0-85180594890","b1446069-90f4-4ceb-8d53-e50c4a61fec1"
"2-s2.0-85180488167","30940dc6-dd97-4c6c-99c6-741ebd9ad9fe"
"2-s2.0-85180488167","37262963-5005-48eb-ab1a-af50b18bd930"
"2-s2.0-85180488167","cbda029a-6282-44a6-9e6d-081e3f3bce39"
"2-s2.0-85180488167","55969c5a-aac1-48fc-9ed8-e6d046ff8515"
"2-s2.0-85180488167","1313e825-f1e4-4e7d-97fa-9a455e9e0b63"
"2-s2.0-85180488167","c01e1a18-849c-4652-994e-7d7598702b11"
"2-s2.0-85180488167","1f036d67-1078-45d5-bbca-ca02c9d7b190"
"2-s2.0-85180488167","2b24a748-54bd-4858-a3d3-149e8324d1de"
"2-s2.0-85180488167","0c08087c-6658-4e2e-944a-a4edca92cf25"
"2-s2.0-85180488167","8fb1f554-9963-4ab1-a176-f87db3a76018"
"2-s2.0-85180488167","b3c05d1a-34a2-4938-a8d8-99c624906a75"
"2-s2.0-85180488167","2624c608-9961-4e7a-8261-ecf56136b8c3"
"2-s2.0-85180488167","50648554-7a1f-4776-912c-876ed021df67"
"2-s2.0-85180488167","7b5256ff-d109-4551-b2d6-8459f2e45cfb"
"2-s2.0-85180488167","5cee6e91-daa9-4986-b5d4-2c9011f4b2be"
"2-s2.0-85180488167","7db8b59e-92a4-4595-a274-2ce3cbdcffe3"
"2-s2.0-85180488167","91f0780c-2dae-478c-8c14-d801e91f4396"
"2-s2.0-85180488167","9b86c823-9ca4-4aa7-8d3e-8b7d4a5cfba6"
"2-s2.0-85180488167","d12f3fbf-b439-4a78-a873-6980b38a2e8f"
"2-s2.0-85099005983","c0483e7a-62cf-46e0-8743-52a0774f482a"
"2-s2.0-85099005983","10e4d4a8-b19c-47e2-a022-7c1794665028"
"2-s2.0-85099005983","9299abed-56a3-495d-b519-958d8406c0ce"
"2-s2.0-85099005983","5d0ca54b-a875-4acd-b67a-c47b2fe23e81"
"2-s2.0-85099005983","2ad4cb3d-4894-4e3d-8361-295750cfe908"
"2-s2.0-85099005983","fc182e39-e27a-4ac6-b9f4-8a57416dea5e"
"2-s2.0-85175699890","9299abed-56a3-495d-b519-958d8406c0ce"
"2-s2.0-85175699890","63dcc23c-98c0-4436-adbe-0a80ce9e0548"
"2-s2.0-85175699890","b5cf2063-44f0-450e-8f4b-6266351ba412"
"2-s2.0-85175699890","fc182e39-e27a-4ac6-b9f4-8a57416dea5e"
"2-s2.0-85175699890","296d3bcf-8eff-449b-a146-dda1cab7dfee"
"2-s2.0-85143637863","68b010e6-e24b-4e20-8691-806b912c2586"
"2-s2.0-85143637863","c01e1a18-849c-4652-994e-7d7598702b11"
"2-s2.0-85143637863","06f8fc67-91da-454d-9ee5-ae5f8c097cc6"
"2-s2.0-85143637863","241d12f0-1fab-40df-bb65-4c43a7de3e1b"
"2-s2.0-85143637863","32f3b35c-71e2-4ae9-b43f-7716de0debdf"
"2-s2.0-85143637863","e7daa1e0-1f89-452f-86b8-d5dfce3228cb"
"2-s2.0-85143637863","eac11b90-b3b0-4e7c-a6d8-bc2f6ee1cb0e"
"2-s2.0-85143637863","ca81d54e-b2bf-4ee7-99d0-6f2785c532e4"
"2-s2.0-85143637863","e9e0d4df-0195-48b3-ac2d-53985876695d"
"2-s2.0-85142315500","71288a6d-94e8-45ff-9267-f953f052d003"
"2-s2.0-85142315500","baad886b-c90e-47e6-80ed-a02b55fc7d52"
"2-s2.0-85142315500","a6422558-5a7e-4068-b839-6b25b27479bb"
"2-s2.0-85184514492","0a999e9b-b275-499e-b91a-e53d03838893"
"2-s2.0-85184514492","00551122-4ce7-4327-917b-0b24c90b7fdb"
"2-s2.0-85184514492","1c916751-01e7-459f-9987-030a4c857df6"
"2-s2.0-85184514492","4483b18a-cc48-47c3-b719-650c23873bf7"
"2-s2.0-85184514492","c00e18f2-816f-4199-9093-b1e1041cfc66"
"2-s2.0-85184514492","0f780af8-598f-4d4f-aa0d-53236bbad72b"
"2-s2.0-85138517489","f62b52a2-956b-49b4-ae8e-578c18dc5800"
"2-s2.0-85138517489","4a57a941-2884-4995-929d-f20fec0e393b"
"2-s2.0-85138517489","31db4019-15d8-44ef-b46b-34f628434438"
"2-s2.0-85138517489","11f4fe56-3044-4997-9b50-57ad1cc82bbc"
"2-s2.0-85138517489","bd4f2ca0-1e27-4392-a876-83e25c6addfd"
"2-s2.0-85130703864","9194a76a-de1d-4b93-91cc-d651593e3ce6"
"2-s2.0-85130703864","646c8a67-ea4e-496b-8555-6c4552e00861"
"2-s2.0-85130703864","c9b01680-9e17-4227-805a-322e02341b97"
"2-s2.0-85130703864","1631569d-e8df-4f02-b95e-415305d7631c"
"2-s2.0-85144986923","71288a6d-94e8-45ff-9267-f953f052d003"
"2-s2.0-85144986923","0e02705a-00b8-4166-81fd-2bdfeb7d6b11"
"2-s2.0-85144986923","d13c3455-f619-4afa-9a5b-419e5ba26caa"
"2-s2.0-85144986923","a4234a5b-d40a-40f0-86f1-5fecb369cd59"
"2-s2.0-85144986923","d1babf30-5602-46e6-9bd4-09f4019c291b"
"2-s2.0-85104492172","3cf806cd-e4dd-4dc5-89a8-2396729840f1"
"2-s2.0-85104492172","2223436f-4d61-45a7-b4ff-1aa9becb62bc"
"2-s2.0-85104492172","f17e7c91-8e80-4cc7-aa29-0e9bfdf9d426"
"2-s2.0-85104492172","7374cc9e-797f-4995-9821-b676f112f9af"
"2-s2.0-85104492172","44416514-e879-4918-9f48-97decb78d827"
"2-s2.0-85127319916","5f6c082d-25c1-4252-90bb-2c6aeff14d26"
"2-s2.0-85127319916","87454bc1-836f-469a-b29c-f6830c627824"
"2-s2.0-85127319916","8ddf742a-29bd-4eba-832d-0d80e8484bfd"
"2-s2.0-85127319916","c1096b2d-69e3-4ba7-98d3-156979a648f0"
"2-s2.0-85127319916","c9f79119-e6dc-40e0-92a7-ee2a1ac3ad56"
"2-s2.0-85127319916","c752f692-f5bd-4a81-9b3c-a455807c20da"
"2-s2.0-85127319916","95c52274-93ef-46a9-90d7-4edd1a0a8261"
"2-s2.0-85127319916","275cfe46-4fcc-406f-9b83-cf1c80bf4b7c"
"2-s2.0-85161323162","c9178386-ceed-4d72-ab9e-0c9f9b318e32"
"2-s2.0-85161323162","893bda4a-7624-4df9-84f9-f642d0ea8ec1"
"2-s2.0-85161323162","f1f33973-f15e-427c-a875-05d9f78f98b2"
"2-s2.0-85161323162","c9f79119-e6dc-40e0-92a7-ee2a1ac3ad56"
"2-s2.0-85161323162","d1babf30-5602-46e6-9bd4-09f4019c291b"
"2-s2.0-85161323162","548b39f4-2c65-458d-939c-0ef104ebbf9e"
"2-s2.0-85118877429","95f58df1-f3af-45c7-a99a-973623e3d916"
"2-s2.0-85118877429","c9178386-ceed-4d72-ab9e-0c9f9b318e32"
"2-s2.0-85118877429","d3c27263-fda3-42c7-9ba1-0e808c30fcbe"
"2-s2.0-85118877429","0cf117ad-d947-4d65-b953-6d12a73eca58"
"2-s2.0-85190590083","e60e66e6-b8af-42c6-b4dd-63f78447cb1e"
"2-s2.0-85190590083","7b778780-b188-4c21-afb7-443b0dd7b67d"
"2-s2.0-85190590083","1e0be766-e569-4f05-8013-d76f8ef6d7cf"
"2-s2.0-85190590083","5beb2c79-1d44-441c-a3a7-92dfadec2e43"
"2-s2.0-85190590083","910c33bd-ce46-4d42-a235-37720f42e43d"
"2-s2.0-85190590083","26566417-247a-47c3-a5e7-fa30918b9cfd"
"2-s2.0-85170659126","2891373a-c594-4f14-9b77-4e0f39565829"
"2-s2.0-85170659126","4dda3c01-8db5-4758-be33-acf8efbbaa82"
"2-s2.0-85170659126","884bcbfc-69d1-4d6b-ac82-a9a77ff461c4"
"2-s2.0-85170659126","b032d8e7-d3b4-40e8-afd0-85942b5cc243"
"2-s2.0-85167798644","4a869550-8772-4e06-82db-ded7129af84b"
"2-s2.0-85167798644","baeeaab9-4294-4063-bd40-4245c8d077ff"
"2-s2.0-85167798644","0cf117ad-d947-4d65-b953-6d12a73eca58"
"2-s2.0-85167798644","2b45a18e-0976-4825-beed-8761a1805026"
"2-s2.0-85138075409","847fbb82-fcae-4103-930a-50c515b5b91d"
"2-s2.0-85138075409","647f8dda-cdcc-4502-9fad-130c6055c5fc"
"2-s2.0-85138075409","8f7534ef-b650-4fbe-9713-96ea7f402a25"
"2-s2.0-85138075409","d2cbf6ed-afb4-4146-98ed-0fe9503d4bdb"
"2-s2.0-85138075409","6281cfa4-72c4-4688-8408-40b887bdf7dd"
"2-s2.0-85138075409","52530d94-069c-4d6b-804e-c024f37a8197"
"2-s2.0-85138075409","f7738509-d2e4-4bdd-8827-4a02f1dc036c"
"2-s2.0-85138075409","ab12d620-f6c8-4264-b479-0bcf2da78b1f"
"2-s2.0-85138075409","1a84ba34-a599-4766-b912-efb1c40239cf"
"2-s2.0-85138075409","5134f7df-b91f-4fa6-93f5-8183a14909d8"
"2-s2.0-85138075409","ede64f52-73c0-47ca-b364-5a04187520e6"
"2-s2.0-85138075409","d1725ad9-c7a5-472c-9d25-6db64b57db01"
"2-s2.0-85111971188","9d5f785b-50f4-4ca5-871a-b895ea3eec84"
"2-s2.0-85111971188","bbff53b2-b946-4b0e-8c32-6b1845422d2f"
"2-s2.0-85111971188","acc42a4d-3f26-45dd-8180-8f1a337634d0"
"2-s2.0-85177439490","be67b7f0-3f15-468e-958c-fc40b0d3d48c"
"2-s2.0-85177439490","80cd64bb-5ba3-40f1-ab64-ebdc1fa5c948"
"2-s2.0-85177439490","c9f79119-e6dc-40e0-92a7-ee2a1ac3ad56"
"2-s2.0-85177439490","80041acd-810a-4d13-bc04-e49cd69e5590"
"2-s2.0-85177439490","43f69c82-01e6-4981-93ee-bfb37da28dc6"
"2-s2.0-85186930141","8a580971-df2c-4b5a-8e11-ee641fe0454a"
"2-s2.0-85186930141","733e6ca5-20bb-4767-b75a-b9c0afe3ce23"
"2-s2.0-85186930141","7e2bd477-9700-4388-8d5e-69999fd21f1b"
"2-s2.0-85186930141","0f8ca134-829a-4f28-bdb2-b301b4e06264"
"2-s2.0-85186930141","7db8b59e-92a4-4595-a274-2ce3cbdcffe3"
"2-s2.0-85186930141","ef5205b6-e83e-4213-a6f8-0e4c02630014"
"2-s2.0-85186930141","e77afae1-78fe-4587-9e0e-205dece9b304"
"2-s2.0-85172475721","1519df0d-3108-4604-be5b-665a8a88fff9"
"2-s2.0-85172475721","cf7f5584-8548-46cd-8ec0-42a03ed52cbd"
"2-s2.0-85172475721","03a1a098-a2b3-4632-9922-a6807d88ad17"
"2-s2.0-85172475721","54a81591-39fa-4b23-b760-93962887eb72"
"2-s2.0-85106037341","2ef53908-fb75-4cae-9002-05d911c76556"
"2-s2.0-85106037341","3d2bf801-ae68-4e2e-9f6f-d99060fffafe"
"2-s2.0-85106037341","64d520fe-bdce-452c-a7df-10a03c723777"
"2-s2.0-85106037341","01b819aa-9208-4d17-8388-1cf40bc80bf0"
"2-s2.0-85156262842","5d0e0081-0e54-43f9-b94e-ca91b212f9ed"
"2-s2.0-85156262842","013c41bf-2149-4ecd-a59b-5362f316dbaa"
"2-s2.0-85156262842","ec1e4620-693c-41a5-8daf-ce34b035931d"
"2-s2.0-85156262842","c9f79119-e6dc-40e0-92a7-ee2a1ac3ad56"
"2-s2.0-85156262842","fa48af06-c796-4fc1-b6ba-e50b2e8c4312"
"2-s2.0-85156262842","4be86880-b4ba-4927-b3c8-efbeae721345"
"2-s2.0-85173751983","b57d5188-32ea-486b-b30e-a1b507a3eed5"
"2-s2.0-85173751983","4a869550-8772-4e06-82db-ded7129af84b"
"2-s2.0-85173751983","73262148-964c-4650-8620-debd2e3b79ab"
