article_id,authors_id
2-s2.0-85144640872,24586609800
2-s2.0-85144640872,35607508300
2-s2.0-85144640872,34977020900
2-s2.0-85186541194,56611758400
2-s2.0-85186541194,6602100804
2-s2.0-85186541194,57211278638
2-s2.0-85186541194,6507398267
2-s2.0-85186541194,7005579717
2-s2.0-85186541194,57209784753
2-s2.0-85143206570,57991425200
2-s2.0-85143206570,57224313290
2-s2.0-85143206570,7006614520
2-s2.0-85143206570,55806015400
2-s2.0-85143206570,55418317500
2-s2.0-85147115879,58084059900
2-s2.0-85147115879,56549891900
2-s2.0-85144287213,57221389335
2-s2.0-85144287213,57944273300
2-s2.0-85144287213,33368372000
2-s2.0-85144287213,55154512900
2-s2.0-85144287213,57943299300
2-s2.0-85144287213,57952132200
2-s2.0-85144287213,55823875600
2-s2.0-85144287213,57203081185
2-s2.0-85144287213,56822063000
2-s2.0-85144287213,57193097017
2-s2.0-85144287213,36706195000
2-s2.0-85144287213,7005723809
2-s2.0-85144287213,7006218396
2-s2.0-85144287213,16837695100
2-s2.0-85129748392,57674162200
2-s2.0-85129748392,37662193900
2-s2.0-85129748392,57191826170
2-s2.0-85178366865,57314407300
2-s2.0-85178366865,57214374967
2-s2.0-85178366865,7801459663
2-s2.0-85178366865,57220891047
2-s2.0-85178366865,58738836900
2-s2.0-85178366865,57216400193
2-s2.0-85178366865,57211678039
2-s2.0-85178366865,55319227400
2-s2.0-85178366865,56320208400
2-s2.0-85162914415,57210274070
2-s2.0-85162914415,23475261500
2-s2.0-85162914415,58342886100
2-s2.0-85162914415,58094084000
2-s2.0-85162914415,14070660300
2-s2.0-85162914415,35932226000
2-s2.0-85162914415,6701686533
2-s2.0-85141945065,57214820325
2-s2.0-85141945065,7004881658
2-s2.0-85182883827,58832821400
2-s2.0-85182883827,57203330602
2-s2.0-85182883827,55846013700
2-s2.0-85182883827,57202436831
2-s2.0-85182883827,57217488342
2-s2.0-85182883827,58830547800
2-s2.0-85182883827,58829642100
2-s2.0-85182883827,58831903900
2-s2.0-85182883827,59061801000
2-s2.0-85182883827,58830996400
2-s2.0-85182883827,55845433900
2-s2.0-85182883827,55798246600
2-s2.0-85182883827,58829642200
2-s2.0-85182883827,56241374800
2-s2.0-85182883827,57209236820
2-s2.0-85182883827,26026786800
2-s2.0-85179317489,57197769770
2-s2.0-85179317489,56720075900
2-s2.0-85179317489,58757185100
2-s2.0-85179317489,57188735127
2-s2.0-85179317489,58756132900
2-s2.0-85179317489,58042633900
2-s2.0-85179317489,44861160500
2-s2.0-85179317489,54892883100
2-s2.0-85179317489,58756133000
2-s2.0-85179317489,8973247800
2-s2.0-85179317489,57192365160
2-s2.0-85128864690,57192137528
2-s2.0-85128864690,6603542241
2-s2.0-85128864690,57638531900
2-s2.0-85128864690,57211587310
2-s2.0-85128864690,25936148500
2-s2.0-85128864690,7006723001
2-s2.0-85142502815,57979104000
2-s2.0-85142502815,8859673400
2-s2.0-85142757634,57982906800
2-s2.0-85142757634,56345843100
2-s2.0-85142757634,57189331997
2-s2.0-85142757634,56611758400
2-s2.0-85142757634,57983609100
2-s2.0-85156100756,58220864700
2-s2.0-85156100756,57219090702
2-s2.0-85156100756,57219092498
2-s2.0-85156100756,58221744700
2-s2.0-85156100756,57219086923
2-s2.0-85156100756,58221744800
2-s2.0-85156100756,57204120150
2-s2.0-85156100756,57205323344
2-s2.0-85105243252,57203509802
2-s2.0-85105243252,7006101264
2-s2.0-85105243252,37088245100
2-s2.0-85105243252,6506868810
2-s2.0-85153780111,57095742100
2-s2.0-85153780111,58199567000
2-s2.0-85153780111,57223029137
2-s2.0-85153780111,36811786600
2-s2.0-85178366909,57783259700
2-s2.0-85178366909,57783425700
2-s2.0-85178366909,57193671363
2-s2.0-85178366909,55314394300
2-s2.0-85113286336,57196037404
2-s2.0-85113286336,57200418322
2-s2.0-85096399876,55992664900
2-s2.0-85096399876,56562570900
2-s2.0-85096399876,55993472600
2-s2.0-85089755438,55815429500
2-s2.0-85089755438,57218600116
2-s2.0-85089755438,23011824700
2-s2.0-85089755438,55407444800
2-s2.0-85073074277,57211228087
2-s2.0-85073074277,57203058266
2-s2.0-85073074277,23110820000
2-s2.0-85073074277,36943253600
2-s2.0-85091881694,57219239750
2-s2.0-85091881694,55318882100
2-s2.0-85091881694,21739562900
2-s2.0-85091881694,7202634057
2-s2.0-85091881694,57219239049
2-s2.0-85091881694,57219247798
2-s2.0-85087164686,57202299971
2-s2.0-85087164686,57202545947
2-s2.0-85087164686,57217384894
2-s2.0-85087164686,7006101264
2-s2.0-85087164686,24366871500
2-s2.0-85087164686,36174407800
2-s2.0-85087164686,57217207912
2-s2.0-85092596322,23987084200
2-s2.0-85074511166,36238829300
2-s2.0-85074511166,56767805600
2-s2.0-85074511166,6603106546
2-s2.0-85074511166,57211580565
2-s2.0-85062332189,57207244136
2-s2.0-85062332189,25032311000
2-s2.0-85062332189,54882601300
2-s2.0-85095876854,56180863100
2-s2.0-85095876854,55940981100
2-s2.0-85095876854,56395004600
2-s2.0-85095876854,7006933141
2-s2.0-85088432675,57218249889
2-s2.0-85088432675,57218253406
2-s2.0-85088432675,24766393100
2-s2.0-85088432675,57218244965
2-s2.0-85065967738,42263035100
2-s2.0-85065967738,56180863100
2-s2.0-85065967738,23670505600
2-s2.0-85065967738,23466323200
2-s2.0-85091248416,55354118800
2-s2.0-85091248416,57191163731
2-s2.0-85091248416,15020106700
2-s2.0-85091248416,21739562900
2-s2.0-85091248416,35568245600
2-s2.0-85108850760,24475781900
2-s2.0-85108850760,57224973621
2-s2.0-85108850760,57224930400
2-s2.0-85108850760,57224922010
2-s2.0-85108850760,57224919998
2-s2.0-85108850760,57224933008
2-s2.0-85081551954,57211243038
2-s2.0-85081551954,55992627800
2-s2.0-85078052315,53863195600
2-s2.0-85078052315,55194516200
2-s2.0-85111303098,22934351400
2-s2.0-85111303098,36804339500
2-s2.0-85102883991,24281342200
2-s2.0-85102883991,36832917300
2-s2.0-85102883991,55913398800
2-s2.0-85102883991,57214106299
2-s2.0-85102883991,57222496935
2-s2.0-85102883991,7102691284
2-s2.0-85102883991,57217933404
2-s2.0-85102883991,57195062392
2-s2.0-85102883991,7003869425
2-s2.0-85102883991,57191220794
2-s2.0-85102883991,7003671809
2-s2.0-85102883991,6701690587
2-s2.0-85102883991,7003816944
2-s2.0-85076162915,57206186622
2-s2.0-85076162915,57210467419
2-s2.0-85065975354,55194516200
2-s2.0-85065975354,55188691600
2-s2.0-85065975354,54891858900
2-s2.0-85091464344,57214106014
2-s2.0-85091464344,56716567200
2-s2.0-85091464344,7006614520
2-s2.0-85091464344,55255150000
2-s2.0-85064530368,37002419300
2-s2.0-85064530368,7102740855
2-s2.0-85064530368,36943253600
2-s2.0-85064530368,8064157400
2-s2.0-85095720110,57196194516
2-s2.0-85095720110,7005934688
2-s2.0-85095720110,26026128500
2-s2.0-85095720110,25647105200
2-s2.0-85095720110,57219838310
2-s2.0-85095720110,23010033400
2-s2.0-85095720110,57219839580
2-s2.0-85095720110,57204034518
2-s2.0-85095720110,57220832664
2-s2.0-85095720110,57219842864
2-s2.0-85095720110,57219838343
2-s2.0-85095720110,16425527600
2-s2.0-85095720110,35564204700
2-s2.0-85095720110,35499729300
2-s2.0-85122739825,35075640000
2-s2.0-85122739825,6602826941
2-s2.0-85105123193,57223180586
2-s2.0-85105123193,24576611800
2-s2.0-85105123193,16028462300
2-s2.0-85098096022,55180228900
2-s2.0-85098096022,24586609800
2-s2.0-85098096022,22957075300
2-s2.0-85098096022,57196578732
2-s2.0-85098096022,57189331997
2-s2.0-85073105693,37666558900
2-s2.0-85073105693,57203942128
2-s2.0-85073105693,57211244534
2-s2.0-85073105693,7004881658
2-s2.0-85058112114,57195393143
2-s2.0-85058112114,51061304100
2-s2.0-85058112114,56900989600
2-s2.0-85058112114,57204609484
2-s2.0-85058112114,57214177220
2-s2.0-85058112114,7004330275
2-s2.0-85058112114,6701769810
2-s2.0-85058112114,14625676800
2-s2.0-85058112114,12779237200
2-s2.0-85094932101,57193874133
2-s2.0-85094932101,57195569814
2-s2.0-85094932101,6507873072
2-s2.0-85094932101,57193878042
2-s2.0-85094932101,55634527800
2-s2.0-85094932101,6602310825
2-s2.0-85094932101,7101982470
2-s2.0-85094932101,55360032600
2-s2.0-85077657408,16744312000
2-s2.0-85077657408,55414934500
2-s2.0-85114431868,57249436700
2-s2.0-85114431868,16027992200
2-s2.0-85114431868,57250009800
2-s2.0-85114431868,16317058800
2-s2.0-85067993095,57198778835
2-s2.0-85067993095,56514036200
2-s2.0-85067993095,57207813400
2-s2.0-85067993095,56223664600
2-s2.0-85060153362,57196450129
2-s2.0-85060153362,35285668000
2-s2.0-85060153362,23095102300
2-s2.0-85060153362,7004840804
2-s2.0-85060153362,7201851300
2-s2.0-85060153362,6603932806
2-s2.0-85147778405,58097099800
2-s2.0-85147778405,55805329900
2-s2.0-85147778405,57210523474
2-s2.0-85147778405,21740981100
2-s2.0-85147778405,16316878900
2-s2.0-85147778405,24461168300
2-s2.0-85092598485,55705793900
2-s2.0-85092598485,36811786600
2-s2.0-85101454060,57222106969
2-s2.0-85101454060,57220183696
2-s2.0-85101454060,57204648814
2-s2.0-85101454060,57199995065
2-s2.0-85101454060,57212879621
2-s2.0-85101454060,57204638223
2-s2.0-85101454060,57191629353
2-s2.0-85101454060,57102600900
2-s2.0-85101454060,56596203900
2-s2.0-85101454060,57209196460
2-s2.0-85101454060,6508373918
2-s2.0-85101454060,57196578732
2-s2.0-85101454060,21739562900
2-s2.0-85101454060,35607508300
2-s2.0-85101454060,55911154400
2-s2.0-85101454060,23488300800
2-s2.0-85101454060,54796520600
2-s2.0-85101454060,34977020900
2-s2.0-85101454060,8662392800
2-s2.0-85053693704,7005718789
2-s2.0-85053693704,57203942443
2-s2.0-85053693704,35564909300
2-s2.0-85053693704,57188826751
2-s2.0-85053693704,56187568900
2-s2.0-85053693704,6505629611
2-s2.0-85053693704,7201851300
2-s2.0-85053693704,7801627439
2-s2.0-85104342983,56784297000
2-s2.0-85104342983,57218120624
2-s2.0-85104342983,57218894178
2-s2.0-85104342983,7006367719
2-s2.0-85104342983,25230469000
2-s2.0-85099114927,56800784500
2-s2.0-85099114927,57194652260
2-s2.0-85099114927,55904757100
2-s2.0-85099114927,15838137500
2-s2.0-85099114927,7406306098
2-s2.0-85099114927,6603299241
2-s2.0-85099114927,8780177200
2-s2.0-85090671054,57211228087
2-s2.0-85090671054,57206759382
2-s2.0-85090671054,7101975190
2-s2.0-85090671054,36943253600
2-s2.0-85090671054,23110820000
2-s2.0-85067686831,57188690581
2-s2.0-85067686831,57209412694
2-s2.0-85067686831,35276860200
2-s2.0-85067686831,55954491100
2-s2.0-85113806664,57193953718
2-s2.0-85113806664,7006393638
2-s2.0-85113806664,57205890303
2-s2.0-85113806664,55232847900
2-s2.0-85113806664,8062676700
2-s2.0-85113806664,56076039700
2-s2.0-85087213747,57202057992
2-s2.0-85087213747,57192556352
2-s2.0-85087213747,55452117700
2-s2.0-85087213747,57208118612
2-s2.0-85087213747,55845960500
2-s2.0-85087213747,8859673400
2-s2.0-85087213747,25029813800
2-s2.0-85113812785,14321619100
2-s2.0-85113812785,14321630600
2-s2.0-85113812785,55649570418
2-s2.0-85151551430,48161194800
2-s2.0-85151551430,37104188600
2-s2.0-85151551430,6603556958
2-s2.0-85064556416,57208340295
2-s2.0-85064556416,57200326436
2-s2.0-85064556416,48861102100
2-s2.0-85064556416,57217986080
2-s2.0-85064556416,7103255470
2-s2.0-85064556416,57219294700
2-s2.0-85064556416,23488300800
2-s2.0-85064556416,35568245600
2-s2.0-85107156642,54907541900
2-s2.0-85107156642,14046507400
2-s2.0-85085896549,57217035726
2-s2.0-85085896549,57200000298
2-s2.0-85085896549,13406805600
2-s2.0-85077996219,57213820606
2-s2.0-85077996219,57200317515
2-s2.0-85077996219,56611544300
2-s2.0-85077996219,57194947356
2-s2.0-85077996219,23096847100
2-s2.0-85077996219,57220803786
2-s2.0-85077996219,35495479900
2-s2.0-85077996219,7006675736
2-s2.0-85077996219,7402787503
2-s2.0-85077996219,22136594800
2-s2.0-85064147880,7006451632
2-s2.0-85064147880,56195721600
2-s2.0-85064147880,6701568093
2-s2.0-85070437136,8973247800
2-s2.0-85070437136,57192365160
2-s2.0-85070437136,44861160500
2-s2.0-85070437136,57192062734
2-s2.0-85070437136,7102618957
2-s2.0-85070437136,55830906300
2-s2.0-85070437136,25029116500
2-s2.0-85070437136,7101795131
2-s2.0-85088022895,7006933141
2-s2.0-85088022895,6602193350
2-s2.0-85077147501,57212589009
2-s2.0-85077147501,54796520600
2-s2.0-85077147501,57212586617
2-s2.0-85077147501,57212583081
2-s2.0-85077147501,57212587909
2-s2.0-85077147501,23488234200
2-s2.0-85077147501,16425697200
2-s2.0-85071956296,55969532400
2-s2.0-85071956296,7102474765
2-s2.0-85071956296,57194408376
2-s2.0-85071956296,57210927888
2-s2.0-85071956296,57210933915
2-s2.0-85071956296,57210932408
2-s2.0-85116503808,57219746081
2-s2.0-85116503808,13204222600
