"article_id","affiliation_id"
"2-s2.0-85184823294","c499eaea-1ac2-428f-bb52-bc75bdb055fb"
"2-s2.0-85184823294","86bed0c8-395d-4f65-b612-ee3345d28621"
"2-s2.0-85101250241","16bc4f40-1ad2-4a3c-af97-34767d8c9f65"
"2-s2.0-85101250241","5e4ef270-e4d7-49af-9780-b3a6de090877"
"2-s2.0-85179043779","999aae60-a3ce-4da2-bd7d-1d4131497767"
"2-s2.0-85179043779","b6a5a6e2-6397-402a-b4ea-6db47c956a80"
"2-s2.0-85125060481","0144d4fe-68e6-46b8-ad85-cae5a9336647"
"2-s2.0-85103397524","a46677a0-4836-4242-8779-2f728c60e2a2"
"2-s2.0-85103397524","1c9c4682-c138-48e3-b6c4-25763f267b73"
"2-s2.0-85182146882","ebd1a05d-13a8-4c79-a727-46646a545458"
"2-s2.0-85182146882","ef48011f-e5c9-44af-b651-e28c60b03f7f"
"2-s2.0-85185267229","8520e0c7-c6af-4364-b50e-17e2c6ac6dab"
"2-s2.0-85185267229","11efed55-0db2-4379-9360-8676bcfda6d5"
"2-s2.0-85185267229","fea5c4e0-61d1-4318-8950-07083fe5cbaa"
"2-s2.0-85130950378","ad60d3c5-16d1-4be7-acca-7cbf70517427"
"2-s2.0-85130950378","3b2869e4-a73c-458d-b956-fe1759acc9f4"
"2-s2.0-85130950378","11f538d3-343c-4c58-93b5-16e46776fa09"
"2-s2.0-85142443390","cc0547fe-cc40-4949-9398-9d81ce878ad2"
"2-s2.0-85142443390","5d61fa80-ce13-4b3b-917c-e2a99245c94f"
"2-s2.0-85142443390","283b0304-7b55-45cd-84b4-0f6d8df2b5be"
"2-s2.0-85127431422","97557190-a287-418c-a96a-42220ba7e2d5"
"2-s2.0-85127431422","0e2feaac-f418-4de8-81a2-89f57ab769ac"
"2-s2.0-85167693202","e2ffea89-9b61-42c2-8199-79f73f9c00c6"
"2-s2.0-85146179730","e6c098fd-ef45-4cba-b652-1c39eb9813b9"
"2-s2.0-85159940910","3ff20dfe-a36d-4e29-a7be-1e68c6543104"
"2-s2.0-85159940910","e82232d8-e86c-4290-a64a-d73b4a2a0683"
"2-s2.0-85159940910","6768f46d-7dbd-421a-978c-60f61ae82b10"
"2-s2.0-85159940910","3f7a11eb-2434-4185-a241-c67489573099"
"2-s2.0-85182739878","a081c60d-f579-42c9-aaff-4a67f8a11d32"
"2-s2.0-85182739878","e4c18e07-8a0f-4e10-aa2d-6f5446c2795c"
"2-s2.0-85182739878","b67d4333-2d54-4a6a-8b34-13dfacb056d6"
"2-s2.0-85180594890","6c2e7827-d127-4996-aa46-ae8bfe0e5ac4"
"2-s2.0-85180488167","2fe4d7a8-a2b6-4536-af60-bebf105769a8"
"2-s2.0-85099005983","027685ed-d99e-4d24-aa5f-14b553b619bc"
"2-s2.0-85099005983","a237b5ab-7b3a-4cd4-bbae-f3a67e27b95d"
"2-s2.0-85099005983","419fb991-955d-405b-b454-3e942bbf22ef"
"2-s2.0-85175699890","a659f297-0a27-432d-a8c0-6be7edf81c45"
"2-s2.0-85143637863","ac42d75b-c5ca-4fff-ae36-2e4625f66558"
"2-s2.0-85143637863","cb1f7d43-2096-4d7f-9ccc-edc7b52674b8"
"2-s2.0-85143637863","0865c91c-8d41-423a-8bd2-4fcf73659511"
"2-s2.0-85142315500","b10c8c77-4617-4b69-992c-3e1b572bbdf0"
"2-s2.0-85142315500","47d9fba3-c892-4d29-9cbd-8ec1cc7347f6"
"2-s2.0-85184514492","4c291e22-8733-4878-8a83-6b6eb548882d"
"2-s2.0-85184514492","2c997415-a490-4dad-8095-2590784d761c"
"2-s2.0-85138517489","8e32fca4-0443-4d6a-a172-e200a55a6245"
"2-s2.0-85138517489","97ba9e43-c507-410c-9464-7a864feeae72"
"2-s2.0-85138517489","dd851a26-4d6a-4b9c-8ccc-7d32a116c3bf"
"2-s2.0-85138517489","13878c11-498a-4e54-bd2d-a0aeb6c5c7df"
"2-s2.0-85130703864","e67b9655-884e-4ab5-9fc7-f81a8fc5624a"
"2-s2.0-85130703864","e7a63cb0-ec14-44b1-936b-d8f7e53c6db7"
"2-s2.0-85130703864","828fdf41-9b94-45f4-bc4c-8b7c535a6b4d"
"2-s2.0-85144986923","a7c1bb49-09d7-4c98-aa1e-2a3499b4309f"
"2-s2.0-85144986923","21f48767-8206-4426-8182-2dc052987140"
"2-s2.0-85144986923","1d417493-68cf-4716-ba92-0d95dc9f5b6d"
"2-s2.0-85144986923","ea0a2d42-7822-4d3e-81e3-30a3363cf4e5"
"2-s2.0-85144986923","889df256-9950-4996-beea-802ec81d1575"
"2-s2.0-85104492172","2c702a2b-2dd6-44f9-b29a-bda163a49b1e"
"2-s2.0-85104492172","2cacf628-e885-412c-94f2-121a1ab17105"
"2-s2.0-85127319916","f4c89882-ab0d-4858-bbe8-3674edbaeb85"
"2-s2.0-85161323162","38067c6d-21a3-4716-8d41-1f9af03f9ec7"
"2-s2.0-85161323162","b51f8827-d5d5-445a-9a71-a9eff0ba988c"
"2-s2.0-85118877429","bca69b19-df7a-40cd-9b45-05e167c93d7d"
"2-s2.0-85118877429","c207a10b-2435-490f-b4e2-27a5b067e5ce"
"2-s2.0-85190590083","44a74698-0f3a-4e7b-a191-f0f2fd30271f"
"2-s2.0-85190590083","08490873-1260-4a11-95ce-bd58dc2747e5"
"2-s2.0-85190590083","57bcb61d-8331-4f92-8b4d-fbcf457cfde2"
"2-s2.0-85190590083","960b4288-9534-4e79-a492-b54c76566b25"
"2-s2.0-85190590083","482657b4-18f9-42eb-8500-fef98806d763"
"2-s2.0-85170659126","60634d57-34d8-4f5d-94d9-4b3a37b3a7d9"
"2-s2.0-85167798644","37021b24-8e26-43ba-b6a9-33b8b3604344"
"2-s2.0-85138075409","7b69da65-fa47-4ae1-a8fe-26202a525391"
"2-s2.0-85138075409","0fa54a55-448d-4500-a3ce-5858c45e99e9"
"2-s2.0-85138075409","02078b31-5e15-416b-9a45-fb042f5da59d"
"2-s2.0-85111971188","5002e3c7-937a-45ee-8182-8085716f60e2"
"2-s2.0-85111971188","fd1803b7-c0cb-4a31-b408-dad4a49b48a7"
"2-s2.0-85111971188","4e922fd8-c40d-407a-ac93-7f1d0facf660"
"2-s2.0-85111971188","540f3d5e-6833-4e83-9889-c59b22fb1fe1"
"2-s2.0-85177439490","907ea86b-c900-4bee-8ef0-9ed98410e766"
"2-s2.0-85177439490","a838083c-a2dc-4dd5-bce0-aa859b7afaf5"
"2-s2.0-85177439490","10c2db98-e992-4adf-bf14-3b0c599679c1"
"2-s2.0-85186930141","3a3b7de7-a03b-45a7-8cf2-00ed2ff5f00a"
"2-s2.0-85186930141","a7677ccc-c929-44d9-9e21-e97c20de8731"
"2-s2.0-85186930141","98477c54-84ab-4062-8550-1a5ddf98d084"
"2-s2.0-85186930141","3f354fff-3cb4-4445-9066-23547782ab5e"
"2-s2.0-85172475721","9cbe5d85-5d94-448e-88c0-fb54a6f3db26"
"2-s2.0-85172475721","b74eae64-f673-4a31-92b6-866da61ef4f7"
"2-s2.0-85106037341","ea7865b9-5624-486b-bfc9-d1987fc1452c"
"2-s2.0-85106037341","c1955278-ffa4-4725-881a-169bcf8babe9"
"2-s2.0-85106037341","efdef035-f799-4a5c-8c27-88e00e4f3dbb"
"2-s2.0-85106037341","b27691db-7a25-4704-b243-21cc0530d013"
"2-s2.0-85156262842","57b94cb1-8e37-404e-afa5-7b31b4db200c"
"2-s2.0-85156262842","a4e01ba5-9517-42df-a72d-630f7676624b"
"2-s2.0-85156262842","24889554-bdb7-41bb-9f9f-227eb8cc07b6"
"2-s2.0-85156262842","d3d5779f-ad38-41a5-a0d6-7871e7b6e0b7"
"2-s2.0-85156262842","09d9b1bf-cfdf-4324-b458-564ccbe9076a"
"2-s2.0-85156262842","4ee277fb-dfbd-4179-b2f1-e37a88b77d24"
"2-s2.0-85156262842","7569d33b-3946-46f6-9e48-06d54d3796c5"
"2-s2.0-85156262842","6244c4f5-64de-4ffa-b7db-6494fc890165"
"2-s2.0-85173751983","3ff20dfe-a36d-4e29-a7be-1e68c6543104"
"2-s2.0-85173751983","3a697292-737a-4285-98fd-585a7d19f722"
"2-s2.0-85173751983","6768f46d-7dbd-421a-978c-60f61ae82b10"
"2-s2.0-85173751983","3f7a11eb-2434-4185-a241-c67489573099"
"2-s2.0-85179075902","1f4317d5-7c53-4bf2-acda-56764aae0977"
"2-s2.0-85179075902","265147c9-c8c5-4c60-963b-1695b2776e5b"
"2-s2.0-85179075902","eda2039b-f3b1-44e3-af05-401877d4c02d"
"2-s2.0-85179075902","421f0748-aaed-4e7e-8420-cbcdc9ce7427"
"2-s2.0-85106351717","fe671a4e-14dc-4754-a39c-9067c4d847ee"
"2-s2.0-85106351717","c2f5f68a-99de-47ba-8f8d-1132fd422f9c"
"2-s2.0-85106351717","bea2233e-1faa-4047-9ab2-6fee7de8de41"
"2-s2.0-85123542732","71c0ad64-66dc-40ea-976b-d382fb9db6cd"
"2-s2.0-85123542732","ba5a567d-2b04-4280-ae7f-c27efd316a4d"
"2-s2.0-85123542732","aece4c3c-a27c-4f19-8232-22b15ab96be3"
"2-s2.0-85123542732","50395afa-e31b-4c02-8f9a-e600d2a642f7"
"2-s2.0-85123542732","1e529010-c54c-4758-9764-f13a965c42a5"
"2-s2.0-85123542732","ac94b205-e859-4009-ba54-4ed3bae3fa29"
"2-s2.0-85123542732","0a4332a6-11ff-495b-96da-b7ff86738aec"
"2-s2.0-85188731518","b85a5fe4-3b24-4fff-bdcc-115178091b8d"
"2-s2.0-85188731518","ad3771e4-eb55-4f58-b568-244747a7c792"
"2-s2.0-85188731518","5ff80f61-5256-4f35-9445-ce0ee00e6308"
"2-s2.0-85188731518","e359762b-74e7-4f4f-8fe6-997ad937be15"
"2-s2.0-85127869936","bc7be93e-6035-460a-b7d0-58fa4a958179"
"2-s2.0-85127869936","7b9b05ca-d4fa-4f69-bc69-d37795e9b757"
"2-s2.0-85127869936","9776b484-178d-4bae-9c9b-72b710593aa2"
"2-s2.0-85151536783","6768f46d-7dbd-421a-978c-60f61ae82b10"
"2-s2.0-85133506373","b4682fa7-3561-483d-bb32-54575e72a282"
"2-s2.0-85125892630","2ae78b0e-e404-4eda-ac6a-73999eb4da4c"
"2-s2.0-85125892630","abe2656a-2254-429d-b56f-7dd1abd4672f"
"2-s2.0-85129314895","efd34550-4bc8-4003-b711-362c96d8a1aa"
"2-s2.0-85129314895","051ae44a-821e-4fa0-afad-8669201a4db9"
"2-s2.0-85129314895","19de022e-98c2-4da2-ae00-ef8d1057682d"
"2-s2.0-85129314895","134f1b83-d7f7-4a2d-ba96-2ef9e2c23091"
"2-s2.0-85129314895","470e2208-8132-42cb-8375-0ce94ec6b78c"
"2-s2.0-85139093557","49aa49a6-274f-4fbc-98e3-0bccd7edd438"
"2-s2.0-85139093557","662e4a60-0753-4bcf-8acc-3e429d5cd7d8"
"2-s2.0-85139093557","43ead2ba-3f1e-429b-b096-72a3fe193718"
"2-s2.0-85174273200","9b1c86e3-1314-475c-a599-b34ec48845e7"
"2-s2.0-85163943874","82ff7b69-62df-4281-849f-ac3dba10d93f"
"2-s2.0-85163943874","4a1c27a6-5bb0-4601-8411-0e519929a755"
"2-s2.0-85189015272","7f2d98ef-87aa-422e-b020-4d84cae85a96"
"2-s2.0-85189015272","62a39341-4440-43a5-9f81-2fb1ca7e044e"
"2-s2.0-85189015272","5fd290b0-25e6-4c47-b9e5-8b1e0ecf1e2b"
"2-s2.0-85189015272","ffd98685-8303-49de-a3ba-0c24e2960e05"
"2-s2.0-85189015272","7fdad143-8e6b-4fe0-86c5-432bc5f1f4ae"
"2-s2.0-85103550502","7c0c015e-476a-4464-82e6-e5635e31adcf"
"2-s2.0-85103550502","7ea5baaa-befb-40bb-992e-d16572fab5c8"
"2-s2.0-85127413836","8c8160e6-e404-44ec-8bf2-0c3edc85c0d5"
"2-s2.0-85127413836","ee22d966-f337-4ced-abf2-4b5c41a34b7d"
"2-s2.0-85127413836","fe91a881-a167-4b5a-9f73-02ce17e49cb7"
"2-s2.0-85127413836","ed64d82b-6d56-4fe1-ac1c-596f4f696fdb"
"2-s2.0-85127413836","6e075250-b7f9-4ab5-9462-987548b16b4a"
"2-s2.0-85127413836","3fdb6546-d89c-4735-98d6-a11a59876fc2"
"2-s2.0-85127413836","bfd96a45-93d5-42e7-84b7-7ee61646f851"
"2-s2.0-85127413836","941ff8f1-9498-4eb0-9510-ecb43c1823d9"
"2-s2.0-85118758577","c70cc0b0-305f-4c9e-bef3-1a0f00b3e974"
"2-s2.0-85118758577","4b98ca7b-487b-41ab-bc02-d7b9dd949751"
"2-s2.0-85118758577","1043b9b8-84a4-4ae1-b6f6-1d228e481b40"
"2-s2.0-85146764078","3f5345be-3ee7-4ef2-aee6-dd9cc71fbb8c"
"2-s2.0-85146764078","ca386a18-359b-4115-ac76-81692bcdf2b1"
"2-s2.0-85146764078","22a32359-90d9-48f0-956d-0b571bca17c2"
"2-s2.0-85146764078","4158cd10-5215-4fb4-94ce-ca65f3985002"
"2-s2.0-85174258737","5453a39c-4ed1-4e07-8a0d-6a228eaf9967"
"2-s2.0-85174258737","ab3a871a-3d9a-4a9d-b0e1-f6c8ad4fcece"
"2-s2.0-85174258737","929e2bfa-d54a-4994-8349-b1267d202f7d"
"2-s2.0-85144640872","c20ceac7-9560-4903-b744-125f764c690f"
"2-s2.0-85144640872","be4a31d3-743c-4612-a19f-8a59919f677c"
"2-s2.0-85144640872","923b3b1e-5957-49e2-af6e-a70da6f3ccb8"
"2-s2.0-85144640872","55acf3ff-623d-4197-b984-37d5c27bb768"
"2-s2.0-85144640872","0ceabba8-4a7d-425b-8f18-d0c2756be901"
"2-s2.0-85144640872","be3e6c8c-4db0-4005-a1b3-0879ff6a12d4"
"2-s2.0-85186541194","428fc331-7e22-465c-9497-0e91942ecc29"
"2-s2.0-85143206570","22766063-86a9-446c-8548-241aff23bdef"
"2-s2.0-85143206570","ba3849f6-bb6e-439c-ba71-7a5a5764f118"
"2-s2.0-85143206570","0b9ebe79-bdb2-44e5-a147-af751ab8a707"
"2-s2.0-85143206570","a2153617-0f78-4a2d-9815-1b0b35e62348"
"2-s2.0-85143206570","ab8608b7-fda5-43a5-93e8-2fec5055b833"
"2-s2.0-85144287213","ddedc27d-8a81-44de-ae33-36c73acb3770"
"2-s2.0-85144287213","9759b1d8-643b-4d99-b9e2-651a4faef093"
"2-s2.0-85144287213","e327a0d0-3286-4764-9cc6-aed1cb37be34"
"2-s2.0-85144287213","5715a735-d5d1-41ea-8437-32f30ea2a928"
"2-s2.0-85144287213","756819e2-7e7c-4721-9b54-66e5517916fa"
"2-s2.0-85144287213","1a4df005-7b4d-45ff-b7fd-3f895b8c5985"
"2-s2.0-85129748392","6b159892-1443-4243-ab35-2d490dbf1a1f"
"2-s2.0-85178366865","6e70093b-faef-4dcf-a7b6-7de632682d7f"
"2-s2.0-85178366865","9a1ed22a-ba8f-4d9d-842f-99954670cc3c"
"2-s2.0-85178366865","26ef0e2c-afe2-433d-9881-da5cc9373200"
"2-s2.0-85162914415","57b94cb1-8e37-404e-afa5-7b31b4db200c"
"2-s2.0-85162914415","2e9d8a57-d64b-40fa-bb12-2cbf8ab586a4"
"2-s2.0-85162914415","7720d41f-d33e-431c-ba0c-82a16c7ef2fd"
"2-s2.0-85182883827","f86f2843-4bce-4aa2-98fd-3937731fef75"
"2-s2.0-85182883827","ccb12853-9c96-4d21-85ee-aed61407617f"
"2-s2.0-85182883827","caf56bdc-df1e-44eb-bf16-c8eff187aabd"
"2-s2.0-85182883827","af9962e1-bb46-407a-a628-dc67e65dced2"
"2-s2.0-85182883827","04f48810-e2a2-4b2f-b342-614ba02379bc"
"2-s2.0-85179317489","21adf556-4c48-4e3e-a1f5-6ba69c898673"
"2-s2.0-85128864690","ba112d1f-2b6f-4357-b377-94360b1f2be1"
"2-s2.0-85128864690","fe1d2201-8467-4b2c-b71e-57b2cadf86a1"
"2-s2.0-85128864690","bb00b0b1-ca14-44de-b70c-66b146793ac7"
"2-s2.0-85128864690","bc74c8d8-3ec2-4d61-9688-1a30cf976766"
"2-s2.0-85128864690","092a632d-4c0e-4ca7-86b5-8e9897dfcb98"
"2-s2.0-85142502815","08eb1c49-ccd7-4d8a-af67-8676f1b087dd"
"2-s2.0-85142757634","07843931-bdac-414d-b0e2-9ac2755c6575"
"2-s2.0-85142757634","9963c9f9-01ee-474e-be08-edb0bf52d353"
"2-s2.0-85142757634","87330fe6-9d00-4103-8695-524ae61833df"
"2-s2.0-85142757634","1df11484-e1ae-4c52-8678-09e2a91b88f7"
"2-s2.0-85156100756","959edd77-9d18-488b-a8b5-d59e60d5dd53"
"2-s2.0-85105243252","4aecfb53-741d-4c61-a83a-1ceb621c2b34"
"2-s2.0-85105243252","308264d0-1d2e-48a2-a716-e892f4975ad9"
"2-s2.0-85153780111","aa8bebb0-cc4b-46b6-9fa1-e473092da38b"
"2-s2.0-85153780111","65711a05-11a2-4033-8a43-83b9f1791ce3"
"2-s2.0-85153780111","ac8481aa-d076-4ee7-ba52-5dfac36b2287"
"2-s2.0-85178366909","9aa816b3-b51e-466f-af19-dfbe77277b8a"
"2-s2.0-85178366909","52148bd7-4ade-431d-a249-cc950a87e1d4"
"2-s2.0-85113286336","d172d8da-c5b1-4405-b63e-27d572314d3c"
"2-s2.0-85113286336","0983e01d-8099-4ef7-9db6-8fe6d24b6e7d"
"2-s2.0-85096399876","2f3cb341-579e-4698-8dab-6d3868d6db75"
"2-s2.0-85096399876","513a9eb5-8d65-4d18-a56a-210667da5c35"
"2-s2.0-85096399876","52711320-a8de-4f64-ab8e-01d9f0be2a3a"
"2-s2.0-85089755438","12278218-b92c-427e-90f6-75cdfc9629fd"
"2-s2.0-85073074277","d44a7c6b-31fc-41c9-816a-099a62b6cae0"
"2-s2.0-85091881694","36d03267-d5b3-4ac6-b358-44aefd8c9ee9"
"2-s2.0-85091881694","ff111c81-4240-4829-addc-bc781e71408c"
"2-s2.0-85087164686","cbc335eb-b166-4de4-bf78-579fe4a82ffa"
"2-s2.0-85087164686","cd9fa469-5711-4821-ad65-25d858596b90"
"2-s2.0-85087164686","7d765352-832c-4433-ac10-7b51eb8d5f92"
"2-s2.0-85092596322","747fc99a-daa2-48a0-a7ba-ee323db5afbd"
"2-s2.0-85074511166","da2197c5-014d-4997-bf58-9c00b7e8f0e2"
"2-s2.0-85062332189","cf9021de-78fb-41c5-98c4-bc2282b4f03c"
"2-s2.0-85095876854","8059bf94-2771-4036-9752-5d44f3485236"
"2-s2.0-85095876854","f9843460-0931-49c5-8f0c-8359ad2c2919"
"2-s2.0-85088432675","5b33a0e9-551a-4637-9085-135536432fc6"
"2-s2.0-85088432675","dc46a0db-bc10-419e-9200-05922545d904"
"2-s2.0-85065967738","aee0b245-0727-4ff1-8770-e9ff0c352ea5"
"2-s2.0-85065967738","2f11d76f-a351-446a-9772-b003a1ad06af"
"2-s2.0-85065967738","abca5e62-8fef-4aed-9b27-478a78e94d83"
"2-s2.0-85091248416","441cb656-435a-489f-847b-8068e1c6785f"
"2-s2.0-85091248416","6c0a6bb8-a991-41ff-8877-07481eebe8e8"
"2-s2.0-85108850760","1c8572d4-16dc-4564-bfc4-74af70b5a045"
"2-s2.0-85108850760","1f2dd753-a779-4de4-853c-b778c286bf0f"
"2-s2.0-85108850760","8a684ab5-f121-4d86-a662-15244aaa0043"
"2-s2.0-85108850760","2e25e3d8-965d-4c03-810c-f4c9c1ed4843"
"2-s2.0-85108850760","007bf925-5a99-4888-a6e7-4dab66ac610e"
"2-s2.0-85081551954","181b5f2f-4fe2-441e-93b0-e2bf0f9df930"
"2-s2.0-85081551954","d19e3dae-0f14-427d-9a5e-8f94bee2f4d8"
"2-s2.0-85078052315","ad82e275-43b0-4c60-9eed-b53f205f7c0b"
"2-s2.0-85078052315","ec44af3b-2f86-4193-96d8-6abc4b4e02b2"
"2-s2.0-85102883991","4bd3a747-7328-4aa6-a0d1-3e49288df52b"
"2-s2.0-85102883991","ad8992c5-4f34-430e-8d6a-5704e62d052a"
"2-s2.0-85076162915","65e9a88b-16a9-41b0-9e30-714f1bbc7fcd"
"2-s2.0-85076162915","fada7edc-3e2a-4126-a8bd-661ef66b1524"
"2-s2.0-85065975354","a3a45ad9-9619-4001-9481-fd5346bd6d44"
"2-s2.0-85091464344","417ad713-62a2-4eec-8f35-39195757fc19"
"2-s2.0-85091464344","7ac8cc75-74f9-4703-83bf-ac3bce75fef7"
"2-s2.0-85064530368","43a84f60-6b00-4aff-bf4b-14759c336db1"
"2-s2.0-85064530368","1b087a3f-a003-40ad-a2a7-976b273e0950"
"2-s2.0-85095720110","ca27e3f8-2cb1-4ccc-9593-a3cfdfd13858"
"2-s2.0-85095720110","e1907e5b-d7e9-45bf-b3fe-d34bf29cc550"
"2-s2.0-85095720110","e6a595c0-8ce8-41f8-ad0e-2dbe20ecf00f"
"2-s2.0-85105123193","444cac5d-d928-40ff-95d9-cb1113ff3141"
"2-s2.0-85098096022","fe568f72-664c-45ae-bc06-862e09df19d4"
"2-s2.0-85073105693","3da513d8-e2b9-4010-8c56-1b059892756c"
"2-s2.0-85058112114","a2eaa60b-91b5-4b7b-a585-5d5dc9855551"
"2-s2.0-85058112114","2fe28f64-7ddf-46d5-a16e-20a8cdb525c8"
"2-s2.0-85058112114","2abb94fc-9998-45c1-bebc-5b8ef5f45e24"
"2-s2.0-85094932101","82c35c17-8a1a-45a6-9e83-2560c7cb193f"
"2-s2.0-85094932101","b93ce328-4790-4081-8a2b-1255d4bb1933"
"2-s2.0-85094932101","9efa8ab9-1a83-4a7e-a19a-2abcec1d2386"
"2-s2.0-85077657408","fe7cbe42-cdde-4cd7-be7a-ca471ee8a1b8"
"2-s2.0-85114431868","354b4dc8-d75b-4477-8c0a-cc5abf66b795"
"2-s2.0-85114431868","fe217c14-1a21-47cc-a1bb-7f18c39d8f98"
"2-s2.0-85114431868","70091569-1411-415e-952d-6eb4378f8374"
