avaliacao_id,data_avaliacao,reavaliacao,historico_de_avaliacoes,grupo_nome,categoria_risco,nome_cientifico,grupo_taxonomico
0,2018,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,DD,,
1,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,EN,,
2,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
3,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
4,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
5,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,VU,,
6,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,EN,,
7,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
8,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
9,2018,Não se aplica,"Inéditas ameaçadas (CR, EN, VU)",Angiospermas,EN,,
10,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
11,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
12,2018,Não se aplica,"Inéditas ameaçadas (CR, EN, VU)",Angiospermas,VU,,
13,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
14,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
15,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,EN,,
16,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,CR,,
17,2018,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,DD,,
18,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,NT,,
19,2018,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,DD,,
20,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
21,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,DD,,
22,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,EN,,
23,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
24,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
25,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,VU,,
26,2018,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,DD,,
27,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
28,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
29,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
30,2018,Não se aplica,"Inéditas ameaçadas (CR, EN, VU)",Angiospermas,EN,,
31,2018,Não se aplica,"Inéditas ameaçadas (CR, EN, VU)",Angiospermas,EN,,
32,2018,Sim,Continuou em P443 na mesma categoria de ameaça (após reavaliação),Angiospermas,EN,,
33,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,Justicia pseudoamazonica,Angiospermas
34,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,VU,,
35,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
36,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
37,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,VU,,
38,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,NT,,
39,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
40,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,EN,,
41,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,EN,,
42,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
43,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
44,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
45,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
46,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,DD,,
47,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
48,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
49,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
50,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
51,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
52,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
53,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,EN,,
54,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,NT,,
55,2018,Sim,Continuou em P443 na mesma categoria de ameaça (após reavaliação),Angiospermas,EN,,
56,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,VU,,
57,2018,Não se aplica,"Inéditas ameaçadas (CR, EN, VU)",Angiospermas,EN,,
58,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,EN,,
59,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,EN,,
60,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,EN,,
61,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,EN,,
62,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,EN,,
63,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,EN,,
64,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,DD,,
65,2019,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,LC,,
66,2018,Não se aplica,"Inéditas ameaçadas (CR, EN, VU)",Angiospermas,EN,,
67,2018,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,NT,Lindackeria paraensis,Angiospermas
68,2020,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,LC,,
69,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
70,2013,NAO INFORMADO,NAO INFORMADO,Briófitas,LC,,
71,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
72,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
73,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
74,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,VU,,
75,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
76,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,EN,,
77,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
78,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,EN,,
79,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,CR,,
80,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,EN,,
81,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
82,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,CR,,
83,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,EN,,
84,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,EN,,
85,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,DD,,
86,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,VU,,
87,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,EN,,
88,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
89,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
90,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
91,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
92,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
93,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
94,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
95,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,EN,,
96,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
97,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
98,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
99,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,DD,,
100,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
101,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,DD,,
102,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,DD,,
103,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,EN,,
104,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
105,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,EN,,
106,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,NT,,
107,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,DD,,
108,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
109,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
110,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,EN,,
111,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
112,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,CR,,
113,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,VU,,
114,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
115,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,EN,,
116,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,VU,,
117,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,NT,,
118,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,DD,,
119,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,DD,,
120,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
121,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
122,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
123,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,DD,,
124,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,DD,,
125,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,EN,,
126,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
127,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
128,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
129,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
130,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,VU,,
131,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
132,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,EN,,
133,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,CR,,
134,2019,Sim,Continuou em P443 na mesma categoria de ameaça (após reavaliação),Angiospermas,CR,,
135,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,EN,,
136,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,EN,,
137,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,EN,,
138,2018,Não se aplica,"Inéditas ameaçadas (CR, EN, VU)",Angiospermas,EN,,
139,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,EN,,
140,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,CR,,
141,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,CR,,
142,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,CR,,
143,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,DD,,
144,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,VU,,
145,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,EN,,
146,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,EN,,
147,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,CR,,
148,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,VU,,
149,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,CR,,
150,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,EN,,
151,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,EN,,
152,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,EN,,
153,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,EN,,
154,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,EN,,
155,2018,Sim,Continuou em P443 na mesma categoria de ameaça (após reavaliação),Angiospermas,EN,,
156,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,EN,,
157,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,EN,,
158,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,VU,,
159,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,VU,,
160,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,VU,,
161,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,EN,,
162,2020,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,LC,,
163,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
164,2018,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,LC,Anacardium microsepalum,Angiospermas
165,2020,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,LC,,
166,2020,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,LC,,
167,2018,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,LC,,
168,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Angiospermas,EN,,
169,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
170,2018,Não se aplica,"Inéditas ameaçadas (CR, EN, VU)",Angiospermas,EN,,
171,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
172,2018,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,LC,,
173,2020,Não se aplica,"Inéditas ameaçadas (CR, EN, VU)",Angiospermas,VU,,
174,2020,Não se aplica,"Inéditas ameaçadas (CR, EN, VU)",Angiospermas,EN,,
175,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
176,2020,Não se aplica,"Inéditas ameaçadas (CR, EN, VU)",Angiospermas,EN,,
177,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
178,2020,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,DD,,
179,2021,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,LC,,
180,2020,Sim,Continuou em P443 na mesma categoria de ameaça (após reavaliação),Angiospermas,EN,,
181,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
182,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,NT,,
183,2021,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,LC,,
184,2021,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,LC,,
185,2019,Não se aplica,"Inéditas ameaçadas (CR, EN, VU)",Angiospermas,EN,,
186,2018,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,DD,,
187,2018,Não se aplica,"Inéditas ameaçadas (CR, EN, VU)",Angiospermas,EN,,
188,2020,Não se aplica,"Inéditas ameaçadas (CR, EN, VU)",Angiospermas,EN,,
189,2018,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,DD,,
190,2020,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,LC,,
191,2020,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,LC,,
192,2021,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,LC,,
193,2020,Não se aplica,"Inéditas ameaçadas (CR, EN, VU)",Angiospermas,EN,,
194,2020,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,LC,,
195,2020,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,LC,,
196,2020,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,LC,,
197,2021,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,LC,,
198,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Samambaias e Licófitas,VU,,
199,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Samambaias e Licófitas,VU,,
200,2013,NAO INFORMADO,NAO INFORMADO,Samambaias e Licófitas,LC,,
201,2013,NAO INFORMADO,NAO INFORMADO,Samambaias e Licófitas,DD,,
202,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Samambaias e Licófitas,VU,,
203,2013,NAO INFORMADO,NAO INFORMADO,Samambaias e Licófitas,NT,,
204,2013,Não,Continuou em P443 na mesma categoria de ameaça (sem reavaliação),Samambaias e Licófitas,VU,,
205,2013,NAO INFORMADO,NAO INFORMADO,Samambaias e Licófitas,NT,,
206,2013,NAO INFORMADO,NAO INFORMADO,Briófitas,LC,,
207,2020,Não se aplica,"Inéditas ameaçadas (CR, EN, VU)",Angiospermas,VU,,
208,2020,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,LC,Polygonanthus amazonicus,Angiospermas
209,2020,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,DD,Polygonanthus punctulatus,Angiospermas
210,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
211,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,NT,,
212,2018,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,LC,,
213,2020,Não se aplica,"Inéditas ameaçadas (CR, EN, VU)",Angiospermas,EN,Annona angustifolia,Angiospermas
214,2018,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,DD,Annona annonoides,Angiospermas
215,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,NT,,
216,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,DD,,
217,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
218,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,DD,Annona calcarata,Angiospermas
219,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
220,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
221,2018,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,LC,,
222,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
223,2018,Sim - Não Ameaçadas LV 2013,"Inéditas ameaçadas (CR, EN, VU)",Angiospermas,CR,,
224,2018,Não se aplica,"Inéditas ameaçadas (CR, EN, VU)",Angiospermas,EN,,
225,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
226,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,NT,,
227,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
228,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,DD,,
229,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
230,2020,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,DD,Annona paraensis,Angiospermas
231,2018,Sim,Reavaliada: Mudou para categoria MENOS restritiva; Continuou em P443 em categoria ameaçada,Angiospermas,VU,,
232,2020,Sim,Reavaliada: Mudou para categoria MENOS restritiva; Saiu de P443 para categoria não ameaçada,Angiospermas,NT,,
233,2020,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,DD,Annona poeppigii,Angiospermas
234,2018,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,LC,,
235,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
236,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,NT,,
237,2018,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,LC,,
238,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,NT,,
239,2019,Sim - Não Ameaçadas LV 2013,"Inéditas ameaçadas (CR, EN, VU)",Angiospermas,VU,,
240,2018,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,LC,Bocageopsis pleiosperma,Angiospermas
241,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
242,2019,Não se aplica,"Inéditas ameaçadas (CR, EN, VU)",Angiospermas,EN,Cymbopetalum euneurum,Angiospermas
243,2018,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,DD,Diclinanona matogrossensis,Angiospermas
244,2018,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,DD,Duckeanthus grandiflorus,Angiospermas
245,2020,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,DD,Duguetia aripuanae,Angiospermas
246,2018,Não se aplica,"Inéditas ameaçadas (CR, EN, VU)",Angiospermas,VU,,
247,2018,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,LC,,
248,2018,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,DD,,
249,2020,Não se aplica,"Inéditas ameaçadas (CR, EN, VU)",Angiospermas,EN,,
250,2020,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,DD,Duguetia elliptica,Angiospermas
251,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
252,2018,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,LC,,
253,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
254,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
255,2018,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,LC,Duguetia longicuspis,Angiospermas
256,2019,Sim,Continuou em P443 na mesma categoria de ameaça (após reavaliação),Angiospermas,EN,,
257,2018,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,LC,Duguetia manausensis,Angiospermas
258,2018,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,LC,Duguetia megalocarpa,Angiospermas
259,2018,Não se aplica,"Inéditas ameaçadas (CR, EN, VU)",Angiospermas,EN,,
260,2020,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,LC,,
261,2020,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,DD,Duguetia oblongifolia,Angiospermas
262,2018,Não se aplica,"Inéditas ameaçadas (CR, EN, VU)",Angiospermas,EN,,
263,2020,Sim,Continuou em P443 na mesma categoria de ameaça (após reavaliação),Angiospermas,CR,,
264,2020,Sim,Reavaliada: Mudou para categoria MENOS restritiva; Saiu de P443 para categoria não ameaçada,Angiospermas,DD,,
265,2018,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,LC,,
266,2019,Não se aplica,"Inéditas ameaçadas (CR, EN, VU)",Angiospermas,VU,,
267,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
268,2020,Sim,Reavaliada: Mudou para categoria MENOS restritiva; Continuou em P443 em categoria ameaçada,Angiospermas,EN,,
269,2018,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,LC,,
270,2019,Sim,Continuou em P443 na mesma categoria de ameaça (após reavaliação),Angiospermas,EN,,
271,2020,Não se aplica,"Inéditas ameaçadas (CR, EN, VU)",Angiospermas,EN,Duguetia subcordata,Angiospermas
272,2018,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,LC,,
273,2019,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,LC,,
274,2020,Não se aplica,"Inéditas ameaçadas (CR, EN, VU)",Angiospermas,CR,,
275,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
276,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
277,2018,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,LC,,
278,2018,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,LC,Guatteria cryandra,Angiospermas
279,2018,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,LC,Guatteria duckeana,Angiospermas
280,2018,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,DD,,
281,2018,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,LC,,
282,2018,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,LC,Guatteria friesiana,Angiospermas
283,2018,Não se aplica,"Inéditas ameaçadas (CR, EN, VU)",Angiospermas,EN,Guatteria hispida,Angiospermas
284,2018,Não se aplica,"Inéditas ameaçadas (CR, EN, VU)",Angiospermas,EN,,
285,2018,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,LC,,
286,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,NT,,
287,2018,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,LC,,
288,2018,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,LC,,
289,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,NT,,
290,2018,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,LC,,
291,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,NT,,
292,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
293,2018,Não se aplica,"Inéditas ameaçadas (CR, EN, VU)",Angiospermas,EN,,
294,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,LC,,
295,2018,Sim,Continuou em P443 na mesma categoria de ameaça (após reavaliação),Angiospermas,CR,,
296,2020,Sim,Continuou em P443 na mesma categoria de ameaça (após reavaliação),Angiospermas,EN,,
297,2018,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,NT,,
298,2020,Não se aplica,"Inéditas ameaçadas (CR, EN, VU)",Angiospermas,EN,,
299,2020,Não se aplica,"Inéditas ameaçadas (CR, EN, VU)",Angiospermas,EN,,
300,2019,Não se aplica,"Inéditas ameaçadas (CR, EN, VU)",Angiospermas,VU,,
301,2020,Sim,Continuou em P443 na mesma categoria de ameaça (após reavaliação),Angiospermas,EN,,
302,2020,Não se aplica,"Inéditas ameaçadas (CR, EN, VU)",Angiospermas,EN,,
303,2018,Não se aplica,"Inéditas não ameaçadas (NT, DD, LC)",Angiospermas,LC,Malmea manausensis,Angiospermas
304,2013,NAO INFORMADO,NAO INFORMADO,Angiospermas,DD,,
